¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‘(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.566032
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.32698
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.197787
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412074
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642766
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891711
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15685
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416294
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676457
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.945583
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.231782
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540696
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.924728
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.401731
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.898066
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42783
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00621
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64878
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44625
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53955
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70823
š(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41342
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50962
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.80243
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.77525
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.75123
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.73036
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.71262
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.69799
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.68648
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.428506
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.67273
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.67049
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200476
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.414999
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645859
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895072
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154673
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.415251
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67534
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950892
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237496
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.546874
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928189
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.400944
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896424
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42731
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00686
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65616
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45471
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54371
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72841
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43798
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54013
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.16405
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.1363
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.11178
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.09045
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.07232
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.05735
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.364861
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.03689
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.03137
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.029
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.203193
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.417881
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649009
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898463
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15259
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414381
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.603909
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.58552
œ(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.568345
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.552374
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.931704
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.399617
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.894889
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42706
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00655
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66381
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46342
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54754
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7487
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46265
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5708
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.54175
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.51341
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.48835
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.46654
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.44798
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.43265
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.310355
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.41164
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.40593
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.40342
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.20591
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420803
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652143
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901876
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150577
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41291
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.54291
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.524611
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.507516
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.491616
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.476896
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.466617
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.494038
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42706
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00654
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67162
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47237
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55114
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76906
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4874
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6016
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.93651
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.90755
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.88192
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.85962
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.84062
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.244604
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.32514
¬(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.80329
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.79738
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.79473
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208594
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423731
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655304
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905273
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148723
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410862
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.483966
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.465754
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.448741
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.43291
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.418251
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.413899
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.440793
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.449452
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.433178
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.418081
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.404149
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.391368
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.379733
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.369231
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.359857
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.351603
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.34446
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.338428
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.333498
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.329668
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.246869
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.266636
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.308333
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.308882
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.310522
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.211358
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.426637
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.658477
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903792
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.146937
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408947
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.42965
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.41238
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.396291
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.381372
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.367611
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.376216
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.444466
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.432135
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.41316
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.395381
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.378786
ª(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.363364
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.349099
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.335982
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.324004
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.313156
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.303427
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.294811
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.287303
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.133529
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.211746
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.210129
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.251497
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.252036
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.253659
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.21406
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429602
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661638
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90225
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145235
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.193526
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.174802
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.157241
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.140829
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.125554
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.511094
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.500708
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.549455
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42856
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00825
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.5975
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.58501
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.57427
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.61172
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56238
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69484
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.3848
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.323811
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.319524
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.389878
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.388864
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.216829
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.432538
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664806
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900789
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143681
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.141711
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.123074
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.105593
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.089252
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.074039
(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.065996
