¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ğ(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.914228
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.609384
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.161796
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.146248
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.131691
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.118114
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.105505
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.093857
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.083159
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.073405
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.535571
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.127789
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.839316
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.738741
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.627504
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.270716
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.417602
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.361135
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.309872
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.260393
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.212649
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.315584
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.484608
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.665607
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.859867
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489651
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.63802
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.601152
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.566797
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.53377
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.506355
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.486276
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.047053
ş(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.038904
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.031676
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.025362
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.01996
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.015465
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.011873
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.009181
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.04234
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.544139
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.137995
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.851675
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.777296
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.465409
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.211357
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.33818
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.286134
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.235894
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.187408
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.140626
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.321495
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.49093
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.672383
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.867142
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.497527
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.563497
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.458627
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.42527
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.397966
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.37723
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.357574
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.338981
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.073594
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.066366
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.06006
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.054669
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.05019
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.04662
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.043955
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.049888
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.553007
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.83688
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.829043
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.822243
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.255451
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.247883
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.808006
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.805302
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.803617
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.802946
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.803292
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.327478
ó(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.497328
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.67924
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.874508
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505918
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.619733
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.49126
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.368613
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.34312
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.319636
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.297264
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.275982
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.109583
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.102357
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.096058
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.09068
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.086219
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.082673
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.080036
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.07831
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.562172
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.66969
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.66206
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.65544
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.293424
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.285788
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.641593
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.638971
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.63734
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.636702
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.637053
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.333532
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.503803
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.68618
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290113
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514456
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.678311
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.547777
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.42319
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.38424
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.360578
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.338033
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.316587
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.146905
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.139683
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.133393
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.128027
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.123585
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.120063
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.117456
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.115766
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.519856
ğ(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.51143
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.503995
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.497545
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.332816
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.325108
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.484066
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.481519
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.47994
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.47933
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.479686
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.339658
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.510354
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.693202
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.297566
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523009
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771852
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.606622
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.480001
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.172864
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.153484
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.135138
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.117812
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.101491
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.086164
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.071816
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.166746
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.162324
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.158828
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.156253
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.154599
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.369655
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.361434
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.354184
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.347895
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.342566
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.33819
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.334764
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.332288
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.330758
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.330173
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.330533
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.345852
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.51698
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.700305
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.30512
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.531695
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781204
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.701729
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341496
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.034605
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.01567
Š (396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.997747
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.980821
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.964877
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.949904
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.971762
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.206873
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.202474
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.199004
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.196464
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.19485
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.22713
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.219106
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.212027
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.205892
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.20069
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.196425
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.193087
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.190678
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.189194
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.188633
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.188997
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.352116
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.523682
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103911
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.312781
(396.76, 14.56, 309.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540452
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.648766
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.624986
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.602239
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.929724
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.907686
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.886687
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.83673
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.821181
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.80658
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.977964
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.24845
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.244074
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.240634
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.238129
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.1005
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.091729
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.08389
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.076977
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.070984
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.065909
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.061744
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.058491
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.056144
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.054702
(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.054165
