¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(443.38, 14.27, 268.39) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 16.69813
(443.38, 14.27, 268.39) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 16.91066
(443.38, 14.27, 268.39) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 16.81678
(443.38, 14.27, 268.39) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 16.78612
(443.38, 14.27, 268.39) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 16.82347
(443.38, 14.27, 268.39) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 16.93414
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48503
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87553
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.221219
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.451362
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.700424
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.970572
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.264542
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.585737
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.937935
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.325734
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.755429
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.232517
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42713
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08284
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83394
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69625
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69634
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86987
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26596
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77234
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.945
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05811
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55093
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9484
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4579
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18871
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97463
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.206558
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.435586
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.683339
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.952008
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.244302
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.563597
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.91361
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.298948
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.725831
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.199507
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38945
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04327
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78873
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64409
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63555
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79806
ù(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17993
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78502
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90833
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01697
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71738
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19525
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90514
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66776
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.191925
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.419837
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.666284
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.933485
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.224109
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.541513
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.889354
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.272474
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.696333
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.166628
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.696089
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0038
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74363
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59213
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57496
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72656
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09433
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74511
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87295
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97728
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94346
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.62216
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33271
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09513
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.17732
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.404119
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.649263
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.914999
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.203964
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.519488
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.865169
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.246075
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.666942
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.133878
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.660378
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96441
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69864
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54029
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51462
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65544
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00925
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64155
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88375
ê(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01626
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21359
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.89412
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62329
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.162756
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.388428
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.632281
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.896558
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.183873
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.497527
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.841059
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.219751
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.637659
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.101262
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.624807
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21392
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65383
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48866
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45452
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58469
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92468
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5387
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94939
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09011
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47732
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.17554
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.148247
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.372771
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.615335
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.878165
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.163838
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.475632
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.817029
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.193512
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.608491
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.068787
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.589375
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17392
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60825
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43144
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39472
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51427
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84061
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43659
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01661
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16582
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.7501
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46679
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.133769
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.357147
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.598433
Ê(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.859819
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143861
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.453804
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.793084
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.167359
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.579442
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.036455
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.554089
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1341
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7939
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36894
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33518
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44421
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75705
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33524
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0854
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35671
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0323
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.119323
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.341565
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.581575
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.841528
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.123948
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.432052
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.769225
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.141296
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.550515
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.004272
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.518953
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09447
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74962
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30825
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2759
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37456
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67404
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23461
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1435
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55238
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.104911
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.32602
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.564763
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823292
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.104101
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.410374
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.745453
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.115325
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.521714
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.972241
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.483975
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05504
(443.38, 14.27, 268.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70556
