¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‚(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.642442
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.504408
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.662254
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.829613
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.00809
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.201034
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.429369
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.635658
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.846132
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.071486
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.304698
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.56312
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.851081
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.123061
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.373479
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.681167
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.052421
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.544763
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.972114
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59244
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11482
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73382
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46437
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62656
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89395
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79654
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30535
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58531
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.347758
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.50054
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.658414
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.825528
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.003735
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.19664
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.424629
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.633995
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.844356
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.069587
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.302751
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.559338
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.846997
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122158
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.372515
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.67382
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.032629
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.543576
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.963353
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57743
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11974
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7393
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44243
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57899
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97211
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77234
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44345
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54045
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.344246
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.496808
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.65474
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.821618
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.999566
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192372
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.420024
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.63263
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.8429
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068028
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.301196
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.555933
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.843319
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.121873
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.372211
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.667101
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.013325
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.536403
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.962835
‚(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56308
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1256
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7458
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42131
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.6157
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93061
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75051
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58556
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49609
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.340862
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.493213
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.651232
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.817885
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.995586
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.18823
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.415557
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.631565
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.841762
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.066809
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.300031
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.552906
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.840048
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122208
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.372567
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.661005
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.997915
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.515297
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.963096
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5494
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13609
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7533
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40709
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.63731
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8705
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73112
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72325
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36772
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.337606
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.489753
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.647891
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.814329
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.991795
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.184215
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.411226
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.630798
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.840942
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065933
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.299259
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.550254
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.837183
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.123161
†(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.373584
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.655529
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.991995
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.494736
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.964132
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53638
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14755
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76182
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43223
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.6137
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81282
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71408
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76812
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24368
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.334478
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.48643
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.644714
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.810949
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.988192
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.180326
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.407032
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.630329
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.840441
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065397
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.298876
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.547977
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.834727
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124735
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.375259
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.650676
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.986746
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.474713
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.965948
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52402
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15999
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77135
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45871
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59107
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75745
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69942
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66883
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1239
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.331478
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.483243
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.641702
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.807744
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.984776
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.176564
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.402975
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.630157
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.840258
ˆ(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065202
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.298884
(336.21, 7.43, 333.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.547968
