¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ı(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47635
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81546
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13876
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4913
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.873685
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.28158
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73101
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24782
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81229
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40207
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93488
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42837
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90572
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39922
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71089
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58558
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87279
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17319
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4316
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6341
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84416
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06219
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28859
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49085
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66307
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8414
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02604
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31227
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74062
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19243
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238389
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522304
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830592
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156995
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.511236
ş(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894937
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.304948
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.756056
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27231
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83779
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43052
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00361
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5031
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97584
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47498
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62742
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56303
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98976
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2949
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51552
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72021
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93262
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15306
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38195
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6197
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79829
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97943
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19119
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61105
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05367
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52081
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250368
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.53527
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.844711
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17524
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.531149
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.916227
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.3283
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.781857
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29677
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86342
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45912
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0736
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57924
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0475
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55242
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54529
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4699
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11035
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40296
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6025
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80947
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02427
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2472
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47874
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71927
„(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93825
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12229
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48862
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92256
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38031
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86377
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.26227
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548176
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.858756
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193441
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.551073
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.937507
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.351703
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.807689
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32115
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88907
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48774
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14492
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64852
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12069
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63161
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41449
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37827
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23466
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49072
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69254
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90194
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11921
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34479
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57904
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82242
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07532
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37303
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79869
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24728
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70404
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45937
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2741
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560995
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872704
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21161
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57093
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958838
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.375109
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.833507
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34544
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9148
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51646
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19028
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71787
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19555
…(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71259
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27404
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28819
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3152
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58157
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78579
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00146
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22533
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45779
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69936
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95037
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21358
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59765
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01817
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46111
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92822
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69198
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285804
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573728
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88656
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.227669
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590725
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.980142
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.398551
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.859406
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36971
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94057
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54525
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22262
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78876
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27203
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79542
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.364
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24908
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34993
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70741
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9187
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13799
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36569
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60217
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84791
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10328
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41385
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79984
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22971
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68267
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58404
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297473
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586383
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900352
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.242668
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610554
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001461
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.421985
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.88525
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3981
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96645
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57412
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25506
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86099
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3366
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85086
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40859
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31858
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42998
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84107
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05597
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27905
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51073
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75136
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0014
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26251
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62113
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00915
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4488
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91236
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309018
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.598905
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913977
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257608
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.630274
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.022792
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.44544
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.911165
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42687
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99233
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6043
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2959
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89344
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37157
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88865
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44962
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38901
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49089
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88814
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19773
(370.01, 9.86, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42478
