¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ù(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.886765
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.357251
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.58759
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836292
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105684
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.390841
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697338
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933674
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.063851
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19962
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341289
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489222
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643829
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.805516
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.931171
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.059108
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192121
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.330525
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.474584
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.624659
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37311
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63415
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.60983
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.68227
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.7907
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.9038
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.356949
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587292
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835972
ƒ(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105323
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392931
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.699611
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.928929
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058895
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.194483
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335922
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.483688
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638059
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.799498
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.94812
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076563
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210103
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.349125
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493773
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.644491
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98608
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.66641
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64028
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93393
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.356643
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586965
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835638
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104927
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394992
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701845
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924823
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054663
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190053
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331388
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478949
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.633133
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794382
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963139
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095093
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.229278
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.368849
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514197
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665607
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60221
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01887
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.94104
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.356308
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586557
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835226
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104466
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.396967
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704128
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921412
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.051145
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.186425
ú(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327584
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474993
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.629051
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.790134
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.95866
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.114771
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.249558
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.389822
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.535855
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10744
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64898
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.20615
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.40311
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355943
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586182
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834799
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104028
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.396473
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706378
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918725
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048347
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183536
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324571
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471882
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625778
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786727
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955167
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131546
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27101
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.411989
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.558764
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64541
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65728
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.588
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93455
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355518
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585725
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834326
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103527
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395897
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708622
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916701
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046257
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.181322
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322318
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469524
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623343
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.784209
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.952504
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128793
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.293615
ú(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.435358
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.582897
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24045
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.66892
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.88256
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355067
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585245
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833808
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102932
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395306
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710835
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915367
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044883
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179904
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320852
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467978
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621746
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.782526
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.95076
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126986
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.311709
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459938
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.608294
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84299
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70346
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69296
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354615
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584771
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833247
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102334
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394634
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.713046
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914723
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044188
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179217
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320112
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467243
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.620982
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781733
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.949965
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126124
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.31081
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48577
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.635026
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42804
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.73988
(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85462
