¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
î(378.00, 15.86, 292.42) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 9.937944
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733201
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03827
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368155
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727698
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.120868
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.552656
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 9.116956
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.977438
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 9.060131
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 9.145741
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 9.234377
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 9.497888
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 10.02868
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89939
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84509
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57548
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35866
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53431
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35108
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.5642
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.657398
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890492
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142918
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.415698
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711341
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018135
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346256
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703772
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.094703
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 9.033305
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.750587
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.784239
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.862898
Ü(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.944325
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 9.028625
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 9.481207
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 10.01005
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80618
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7395
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53219
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26137
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86242
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48815
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644406
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874058
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12439
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395654
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689575
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998156
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324528
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680107
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.95795
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.550608
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.527831
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.600196
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.675104
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.752647
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.992091
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 9.464965
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92471
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71475
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6361
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49055
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21595
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01091
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82076
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.41428
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631448
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860131
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106231
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375715
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667934
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978311
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303022
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.656569
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.486678
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.307355
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.355708
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.424697
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.496114
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.570044
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.977854
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 9.44916
Ö(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87342
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65207
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53474
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45059
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17233
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06554
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12495
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34259
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.618582
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846256
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091307
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355874
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646399
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958643
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281631
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.429988
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.124846
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.127763
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.19136
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.257203
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.325364
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.540009
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.964009
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03504
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82297
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6212
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43549
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41224
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1305
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28391
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21445
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.27309
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60573
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83249
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076456
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339643
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625009
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.938798
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.260422
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.016803
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 7.915089
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 7.973553
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.034305
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.097208
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.162331
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.527822
(378.00, 15.86, 292.42) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 8.950553
(378.00, 15.86, 292.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.991
