¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ñ(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.124574
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.064531
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.446862
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.787045
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.213747
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.913658
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55389
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78987
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29543
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6616
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34526
(339.31, 6.96, 312.42) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 18.45077
(339.31, 6.96, 312.42) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 18.42629
(339.31, 6.96, 312.42) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 18.58869
(339.31, 6.96, 312.42) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 21.31048
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.72172
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.58398
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.57419
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.73957
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.724136
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906514
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.112072
Ğ(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.333888
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.573384
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.828686
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.109138
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.416562
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.725253
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.051141
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.449344
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.789737
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.191848
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.835817
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52608
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67844
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27363
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63534
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30021
(339.31, 6.96, 312.42) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 18.30271
(339.31, 6.96, 312.42) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 18.28456
(339.31, 6.96, 312.42) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 18.44579
(339.31, 6.96, 312.42) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 21.0795
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.67402
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.53521
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.52543
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.68779
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.721147
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.903642
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.106858
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.328267
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.567352
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822646
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.101506
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.408226
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.721789
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.047161
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.437457
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.792782
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.170197
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.758739
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4985
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5678
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25164
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60895
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25485
(339.31, 6.96, 312.42) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 18.15969
(339.31, 6.96, 312.42) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 18.14891
(339.31, 6.96, 312.42) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 18.30758
(339.31, 6.96, 312.42) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 20.85632
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.62976
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.48972
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.47996
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.63927
¿(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.717394
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.900839
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.101686
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.322692
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.561324
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.816671
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.093931
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.399957
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.718493
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.043571
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.422896
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.796179
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.167148
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.68243
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47115
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45797
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22954
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58237
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22231
(339.31, 6.96, 312.42) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 18.02156
(339.31, 6.96, 312.42) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 18.01771
(339.31, 6.96, 312.42) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 18.17392
(339.31, 6.96, 312.42) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 20.64065
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.58892
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.44748
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.43773
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.59397
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.71367
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.898106
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.096554
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.317159
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.555342
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.81076
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.086416
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.391752
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.715364
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.040162
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.40846
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.79993
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.171231
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.635253
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44404
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34899
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20728
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55564
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18961
(339.31, 6.96, 312.42) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 17.88816
(339.31, 6.96, 312.42) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 17.89081
(339.31, 6.96, 312.42) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 18.04467
(339.31, 6.96, 312.42) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 20.44992
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.55145
Á(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.40844
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.39871
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.55186
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.709977
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.895444
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.091465
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.311672
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.549411
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.804915
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.079899
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.383613
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.712402
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.036937
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.394145
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.804031
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.175698
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.611902
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37586
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24086
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18487
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52876
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15674
(339.31, 6.96, 312.42) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 17.75936
(339.31, 6.96, 312.42) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 17.76811
(339.31, 6.96, 312.42) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 17.9197
(339.31, 6.96, 312.42) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 20.26994
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.51734
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.37259
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.36287
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.51291
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.706313
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89285
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.087193
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.306229
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.543529
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.799136
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.073622
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.37554
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.708024
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.033893
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.387961
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.808489
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.180552
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.588837
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28805
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13363
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16238
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50175
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12373
(339.31, 6.96, 312.42) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 18.83353
(339.31, 6.96, 312.42) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 17.73375
¿(339.31, 6.96, 312.42) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 17.7989
(339.31, 6.96, 312.42) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 20.09531
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.48655
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.33989
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.33019
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.47708
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.702682
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.890327
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.084491
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.300834
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.537696
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.793422
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.067415
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.367536
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.699254
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.031031
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.384831
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.80081
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.18579
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.592654
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20129
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06139
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40122
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4746
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0905
(339.31, 6.96, 312.42) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 18.70535
(339.31, 6.96, 312.42) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 18.68051
(339.31, 6.96, 312.42) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 18.48259
(339.31, 6.96, 312.42) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 19.92588
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.45906
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.31033
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.30063
(339.31, 6.96, 312.42) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.44436
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.699079
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.887876
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.081863
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.295485
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.531916
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.787778
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.061284
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.3596
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.690561
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.028352
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.381903
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.785345
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.191416
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.598804
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11557
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03155
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85377
(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59049
Æ(339.31, 6.96, 312.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0572
(339.31, 6.96, 312.42) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 18.58165
