¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ù(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352606
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.344168
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654741
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99399
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365999
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.775738
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22906
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718987
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25888
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86401
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.62628
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.60285
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.5811
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.56101
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.54257
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.33549
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.59165
İ(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.1633
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 16.186
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.48974
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.4739
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.46158
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.45277
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.44746
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.44566
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.44735
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.959537
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.150974
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.356053
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.576325
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813453
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069417
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346502
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656272
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.995693
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367871
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.777766
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.231363
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.723184
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26362
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86934
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.67844
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.65488
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.63301
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.61281
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.59427
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.34085
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.59828
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.17169
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 16.19697
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.79552
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.78018
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.76827
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.75977
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.75466
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.75296
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.75465
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.961164
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.152657
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.357884
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.578281
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815574
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071687
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348971
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657893
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.997446
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.369803
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.779918
ê(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233724
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.727579
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26847
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87484
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.73273
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.70904
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.68705
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.66673
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.64808
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.34646
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.60521
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.18047
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 16.20845
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.13194
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.11709
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.10557
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.09735
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.09244
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.09082
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.09251
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.962822
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.154442
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.359785
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580326
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817778
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074064
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351547
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65959
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999285
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37183
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.782131
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.236172
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.732134
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2736
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88056
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51862
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.76537
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.74325
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.72281
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.70405
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.35231
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.61244
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.18963
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 16.22043
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.50901
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.49463
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.48347
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.47552
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.47078
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.46925
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.47093
Ô(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.964502
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.156285
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.361749
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582431
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820013
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076552
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35421
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661341
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001215
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373936
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.784457
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.238777
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.736881
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27884
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88646
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47202
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.82393
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.80167
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.78111
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.76223
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.3584
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.61996
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.19917
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.94035
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.92325
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.90929
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.89847
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.89077
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.8862
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.88474
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.8864
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.966293
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158156
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.363771
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584626
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8224
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079084
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356961
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663134
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.003171
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.376108
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786887
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.241445
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.741769
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2843
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86204
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42627
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.88476
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.86237
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.84167
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.82267
Ú(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.36473
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.6278
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.2091
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.38812
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.3715
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.35794
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.34743
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.33997
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.33554
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.33417
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.33581
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.968093
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.160117
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365876
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586884
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824822
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081718
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.359827
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665018
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005272
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378378
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.78938
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.244193
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74677
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28998
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82153
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38136
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.94794
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.92539
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.90457
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.88544
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.37131
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.63593
(433.21, 14.23, 307.75) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.2194
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.86715
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.85098
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.8378
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.82759
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.82034
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.81607
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.81474
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.81638
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.970007
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.162155
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368052
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589196
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827345
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084414
(433.21, 14.23, 307.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.362772
