¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ğ(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.967166
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47958
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.75065
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.536042
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.718978
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.91533
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556111
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799998
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058007
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337483
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641191
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972379
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33489
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733274
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173114
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.661104
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20557
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81677
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50764
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25944
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07838
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04929
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83964
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61588
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44628
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45808
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10488
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.536205
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.719152
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.915516
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.557163
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801376
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059484
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339115
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.642948
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.97431
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337007
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.735599
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.175673
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663974
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20877
ú(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82038
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51176
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23641
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04009
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99007
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79652
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56365
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38485
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45545
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.37634
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.536401
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.719363
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.915743
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558255
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802845
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061081
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340792
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644806
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.97578
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336747
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738063
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178413
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667008
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21216
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82419
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51605
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21402
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00238
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93204
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75479
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51309
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32655
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45371
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39539
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.536635
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.719614
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.331001
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.559395
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804368
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062718
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342257
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644821
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974671
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335534
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740609
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.181247
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670177
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21568
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82815
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52057
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19235
ô(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96518
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8751
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71442
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46415
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27227
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45288
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.41539
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.536904
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.719903
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.332058
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56058
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.805843
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062953
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34143
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643929
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973695
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334451
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.74333
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184194
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673449
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21938
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83231
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5253
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17133
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9285
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8193
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67538
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41681
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21983
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45295
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.43631
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.53721
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.72023
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333211
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561767
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.805181
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062267
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340668
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643116
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972793
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333678
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.746099
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.187293
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676912
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22323
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83667
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53023
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15099
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89242
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76463
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6377
ş(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37104
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16913
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46261
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45819
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.537549
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121981
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.334371
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563029
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804623
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061656
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339999
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.642379
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.971987
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335747
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749036
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.190566
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680507
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22727
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84118
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53265
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1313
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85686
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71103
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60137
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32691
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12017
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5324
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48103
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.537928
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.123097
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.335562
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564304
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804135
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061102
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33943
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641754
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.971308
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337908
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752089
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193926
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684232
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23144
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84592
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5155
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1123
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82184
(414.50, 7.59, 368.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65852
