¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
é(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70073
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 17.23403
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 17.13338
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 15.5253
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 15.57855
(406.18, 14.31, 246.22) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 19.2786
(406.18, 14.31, 246.22) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 19.2892
(406.18, 14.31, 246.22) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 19.30269
(406.18, 14.31, 246.22) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 19.31909
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670761
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912415
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170864
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450525
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75409
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084726
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.446092
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.842705
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.294827
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.808456
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38383
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99654
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68288
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47274
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40921
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10778
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03574
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98049
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 16.83062
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 16.99426
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 17.0611
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 17.0468
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 16.94446
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 16.71451
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 15.73706
(406.18, 14.31, 246.22) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 21.51915
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670782
Ö(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.910351
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168628
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448123
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751476
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081846
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.442948
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.83923
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29299
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.806409
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38152
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99114
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6768
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45058
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37134
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06579
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95206
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94209
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 16.67136
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 16.82411
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 16.88429
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 16.86613
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 16.76228
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 16.53347
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 15.96064
(406.18, 14.31, 246.22) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 21.69397
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669045
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908249
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.166361
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44565
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748788
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078909
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.43974
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835737
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.290999
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.804204
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37817
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98571
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67059
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42822
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33422
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02463
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86989
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91119
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 16.51715
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 16.65962
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 16.71353
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 16.69177
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 16.58657
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 16.35895
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 16.1931
(406.18, 14.31, 246.22) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 21.8746
×(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667059
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906124
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164049
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443157
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.74609
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075973
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436502
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832127
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288928
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.801849
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37324
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98016
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66436
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40573
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29782
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98428
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78917
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88069
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 16.49009
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 16.50055
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 16.54857
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 16.52345
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 16.44345
(406.18, 14.31, 246.22) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 16.43796
(406.18, 14.31, 246.22) (441.05, 8.60, 236.51) (2.32, 1.85, 2.92) Tools 20.71816
(406.18, 14.31, 246.22) (441.05, 8.60, 236.51) (2.32, 1.85, 2.92) Tools 20.16829
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66509
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903955
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161737
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440621
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743342
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072956
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.433245
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828545
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.286695
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.799362
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36828
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97458
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65805
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38549
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26213
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94474
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74883
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85062
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69604
(406.18, 14.31, 246.22) (441.05, 8.60, 236.51) (2.32, 1.85, 2.92) Tools 19.97005
(406.18, 14.31, 246.22) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 19.10618
(406.18, 14.31, 246.22) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 19.08401
(406.18, 14.31, 246.22) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 19.06473
(406.18, 14.31, 246.22) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 19.04834
(406.18, 14.31, 246.22) (441.05, 8.60, 236.51) (2.32, 1.85, 2.92) Tools 19.86936
Ï(406.18, 14.31, 246.22) (441.05, 8.60, 236.51) (2.32, 1.85, 2.92) Tools 20.03311
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663046
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901797
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.159361
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.438061
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740564
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069958
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.429928
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.824908
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.28432
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796749
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36322
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96892
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65164
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37567
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22719
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90604
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7232
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82094
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65125
(406.18, 14.31, 246.22) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 18.88648
(406.18, 14.31, 246.22) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 19.06802
(406.18, 14.31, 246.22) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 19.13297
(406.18, 14.31, 246.22) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 19.09923
(406.18, 14.31, 246.22) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 18.9546
(406.18, 14.31, 246.22) (439.09, 8.60, 236.65) (2.32, 1.85, 2.92) Tools 18.74936
(406.18, 14.31, 246.22) (441.05, 8.60, 236.51) (2.32, 1.85, 2.92) Tools 20.21249
(406.18, 14.31, 246.22) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 20.32183
(406.18, 14.31, 246.22) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 20.35485
(406.18, 14.31, 246.22) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 20.27452
(406.18, 14.31, 246.22) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 20.21672
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660997
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899581
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156995
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435475
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73774
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066871
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.426569
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.821871
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.281848
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.793976
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35748
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96319
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64354
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3659
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.193
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86814
(406.18, 14.31, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70908
