¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ú(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077434
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.804384
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.782886
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.762661
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.743696
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.725971
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.709475
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.694195
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.680121
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.667241
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.655545
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.645023
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.635668
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.627473
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.620433
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.688845
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00573
ä(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38269
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78153
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23149
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78519
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33938
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93412
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57401
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.172622
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.377441
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.593895
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825252
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074574
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343944
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635823
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.66737
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.645
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.623894
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.604036
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.58541
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.568002
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.551799
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.536789
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.522957
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.510295
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.498795
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.488444
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.479238
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.471167
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.589348
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.707999
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12731
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51063
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92313
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45647
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02297
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59321
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20583
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85904
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.170296
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37493
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592744
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824041
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073259
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342492
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.593035
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.566303
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.540879
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.516745
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.49388
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.472264
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.451882
ğ(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.432718
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.414756
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.397982
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.382383
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.367948
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.354664
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.342522
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.331512
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.60397
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.727275
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25289
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64277
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14163
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69011
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26998
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85724
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48746
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14219
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168007
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372519
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591666
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822865
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072007
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341165
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.627291
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.624191
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.598565
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.574236
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.551188
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.529399
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.508853
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.489533
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.471426
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 7.095181
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 7.072547
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 7.051105
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 7.030837
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 7.011734
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.993769
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.618672
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.746669
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38261
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84277
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36842
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93277
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52681
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13202
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76243
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43707
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165784
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.370082
… (384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589441
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821755
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.970258
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.93589
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.902882
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.871205
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.840842
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.811749
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.783916
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.757316
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.731923
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.707713
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.684676
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.662784
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.642028
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.622381
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.603835
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.586372
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.606519
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.633459
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.766183
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55865
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06308
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60386
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18501
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79395
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40288
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04863
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74438
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163587
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.367741
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586881
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.599029
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.56582
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.533916
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.503285
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.473904
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.445744
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.41878
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.392991
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.368357
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.344857
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.322466
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.301175
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.280957
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.261799
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.24369
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.226611
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.210546
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.593159
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.648324
ü(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.785811
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77293
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29173
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84842
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44723
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06331
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68557
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35524
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07777
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.161424
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.303389
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.269868
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.237629
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.206641
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.176877
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.148311
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.120916
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.094673
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.069551
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.045538
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.022608
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.000743
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.979928
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.960142
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.94137
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.923596
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.90681
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.890993
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.913421
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.579878
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.663265
(384.73, 13.88, 255.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.805556
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94494
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46896
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03123
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64475
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37703
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02155
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71592
(384.73, 13.88, 255.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44973
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.032017
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.005835
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.980767
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.956793
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.933895
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.912049
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.89124
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.87145
(384.73, 13.88, 255.64) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.852664
