¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
É(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771935
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.83773
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.820008
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.803884
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.789341
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.776366
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.764944
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.649347
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.641116
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.63439
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.629162
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.11592
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.09942
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.16197
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.16483
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.12984
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.126261
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.302867
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491291
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692639
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.9083
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.139739
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388735
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657263
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.717309
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.792275
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.870267
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.548674
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42735
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33758
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4103
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.40755
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.38622
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.06257
İ(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.04658
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.794549
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.719584
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.708046
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.77398
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.00219
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.94244
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.42064
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.41845
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.31237
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.13769
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315028
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504245
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.706505
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.923138
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.155665
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405828
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675672
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.748075
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.823746
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855969
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605029
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49477
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37321
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43996
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.59927
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.57764
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.55852
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.54191
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.83597
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.702777
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.695996
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.81529
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.49583
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.79176
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.58578
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.58904
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.50294
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149458
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.327569
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51758
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.720738
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938369
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172016
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423407
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694659
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.780288
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430176
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.914784
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.661725
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55086
Õ(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40911
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46962
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.79955
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.7776
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.75821
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.748077
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.879378
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.745448
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.738629
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.858584
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.69469
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.64708
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.70203
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142991
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34042
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.531319
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735421
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.954056
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18884
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441535
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714199
(403.17, 14.19, 244.48) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 7.813972
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.495209
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987767
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718679
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58167
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44527
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49923
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66987
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.98658
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.9669
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.94981
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.93528
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.92329
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.91384
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.90693
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.90253
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.50812
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.91011
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.135989
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353643
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545419
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750481
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.970195
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206169
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460162
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734275
(403.17, 14.19, 244.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.114642
