¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ş(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.969129
µ(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15404
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38073
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03332
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78884
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50565
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.96409
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.191563
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438378
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.707077
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.000563
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.322439
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67688
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069036
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.505167
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.03228
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.633419
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23835
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87469
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38768
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9228
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48155
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16555
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86609
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35561
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78296
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23959
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6263
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83217
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04665
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27029
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5035
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2541
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92781
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.961637
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.188913
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.435483
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.703913
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997145
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318664
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672723
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.064391
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.500013
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020971
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.611724
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21376
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86202
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36005
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86851
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40869
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15161
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8506
µ(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29565
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71933
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17189
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52874
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73194
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94371
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1644
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39459
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63468
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38851
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.95923
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.186316
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.432693
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70084
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.993757
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314944
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668627
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059909
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494968
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.009617
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590297
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18952
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85003
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31628
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80389
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33793
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13907
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83668
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23842
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65857
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10728
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43522
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63594
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84504
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06296
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29021
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52724
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88417
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.956903
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.183762
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42992
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69782
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.990451
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.311324
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664635
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.05546
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490014
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99816
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.569184
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1656
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81668
É(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25872
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74112
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27969
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12792
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79278
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18381
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60062
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04569
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34565
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54395
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75053
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96586
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1903
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42441
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74316
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.954618
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181267
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.427209
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.694879
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987245
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307783
(441.57, 14.22, 271.79) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.484107
(441.57, 14.22, 271.79) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.451516
(441.57, 14.22, 271.79) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.420649
(441.57, 14.22, 271.79) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.39147
(441.57, 14.22, 271.79) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.36395
(441.57, 14.22, 271.79) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.338059
(441.57, 14.22, 271.79) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.313772
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2028
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68019
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22506
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11818
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74367
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13179
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54546
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98703
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2599
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45592
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66011
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89325
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18532
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49154
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81657
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.952328
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.178859
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424569
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692022
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.98408
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304308
(441.57, 14.22, 271.79) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.304936
(441.57, 14.22, 271.79) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.300323
Ô(441.57, 14.22, 271.79) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.297136
(441.57, 14.22, 271.79) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.295375
(441.57, 14.22, 271.79) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.295036
(441.57, 14.22, 271.79) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.29612
(441.57, 14.22, 271.79) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.298627
(441.57, 14.22, 271.79) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.409678
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62106
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17136
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10982
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6969
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08234
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.493
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93128
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17793
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41031
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67866
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95969
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25422
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56427
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89408
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.950152
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.176479
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421961
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.68916
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980984
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300938
(441.57, 14.22, 271.79) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.341436
(441.57, 14.22, 271.79) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.336912
(441.57, 14.22, 271.79) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.333822
(441.57, 14.22, 271.79) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.332163
(441.57, 14.22, 271.79) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.331935
(441.57, 14.22, 271.79) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.333137
(441.57, 14.22, 271.79) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.335768
(441.57, 14.22, 271.79) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 7.404048
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56363
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11852
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10283
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65256
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03539
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44321
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90606
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21696
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47558
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74626
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02976
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32692
(441.57, 14.22, 271.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64279
