¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
á(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48075
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.166055
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450614
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.738225
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029037
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344219
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686954
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063256
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480788
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873605
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29974
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76657
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32819
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90413
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52916
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19183
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.55596
Î(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.6299
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.07534
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.60739
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.47642
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.88573
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429926
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654302
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896289
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157972
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441854
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732799
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02318
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338634
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.683217
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.059328
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.479547
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877658
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30416
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77135
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34751
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92773
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57565
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8808
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.6082
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.72834
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.22354
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.76937
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.64858
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423675
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64755
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88899
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150106
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433288
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727767
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019211
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335756
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.68008
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.055921
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.478831
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.882484
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30941
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78061
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36775
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95263
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49823
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7766
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.66225
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.82964
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.37613
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.93688
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.8261
Ö(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.417501
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.640949
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881898
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142429
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424955
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725178
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.016925
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333288
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.677392
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.052999
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.478573
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888048
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3155
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79964
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38896
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97874
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18367
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79888
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.71815
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.93388
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.53327
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.1101
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.00914
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411552
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634519
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874953
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135661
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422145
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723456
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.015058
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331249
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675145
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.05056
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47881
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.894402
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32244
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8195
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41106
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75687
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10825
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82252
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77593
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04112
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.69462
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.28925
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.19789
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.40573
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628262
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869546
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133272
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41954
×(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722048
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013537
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.329616
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.673395
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.050769
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.479563
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.901531
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33023
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84015
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35013
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.495
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11647
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84752
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83562
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.15146
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.85864
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.47454
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82123
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400063
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623975
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867473
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131021
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417087
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718201
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012424
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328402
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672104
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051893
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480777
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909445
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33886
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86168
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0199
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49541
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12594
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87389
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.87915
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.26496
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.02769
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.66621
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08834
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396689
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622194
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865536
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128934
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414412
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.713885
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011673
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327612
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.671214
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053454
¼(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.482476
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.918132
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34835
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51967
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9078
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49684
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13666
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87974
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.85113
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.38171
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.20195
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.86449
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36421
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.39514
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.620531
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863785
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127001
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41066
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709816
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01134
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327248
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67079
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.055452
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.484695
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.927606
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03126
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37276
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89976
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49929
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.14864
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86025
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.82275
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.50179
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.38159
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.06963
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62674
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.393744
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619011
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.862117
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125232
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407114
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705956
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011368
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327281
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67086
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.057906
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.436976
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.546266
(325.67, 6.99, 333.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.886651
