¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
† (378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.202683
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.143077
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.148112
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.154162
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.680224
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.882423
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.100762
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337207
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594056
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874033
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.473868
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.446396
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.327412
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.298332
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.270736
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.244592
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.070555
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.047858
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.030641
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.997195
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.992198
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.988183
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.985144
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.983082
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.981992
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.981872
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.982725
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.98455
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.987349
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.991124
ş(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.99588
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.001621
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.685465
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.888071
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.106862
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.343828
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601281
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881924
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.511596
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.483883
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.871135
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.693305
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.663991
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.596127
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.581605
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.089158
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.066042
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.024908
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.985386
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.947433
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.911003
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.87605
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.842527
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.840294
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.841005
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.84266
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.84526
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.848811
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.853312
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.85877
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.690854
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.893866
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.113113
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350604
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60865
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.889931
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.550963
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.522998
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883607
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.74092
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.711334
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.63583
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.613481
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.132248
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.103009
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.06135
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.021339
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.982909
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.946009
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.910602
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.876642
ƒ (378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.844086
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.812894
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.783028
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.754451
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.72713
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.719554
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.724753
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.696336
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.899753
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.119499
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35752
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.616167
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898162
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.592021
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.563795
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895848
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.790578
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.760708
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.677237
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.654669
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.177183
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.141597
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.099388
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.058845
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.019911
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.982536
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.946653
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.912233
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.879232
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.847612
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.817331
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.788354
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.760647
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.734176
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 4.70891
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.701912
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.905775
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.126002
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36458
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623858
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906519
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.634829
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.606326
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905755
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.842345
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.812178
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.720401
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.697604
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.771872
(378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.181862
