¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ó(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 14.1271
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22661
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04152
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87364
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53289
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 14.1233
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 14.131
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 14.14148
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 14.15473
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 14.17077
(387.47, 13.92, 251.19) (412.47, 7.73, 234.06) (1.88, 1.40, 1.43) Tools 16.75575
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 16.57174
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 16.60033
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 16.63226
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 16.66757
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 16.7063
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 16.74848
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.908225
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.147602
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.408498
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156312
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492404
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863215
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274355
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.726155
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242603
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.826893
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48705
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24465
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04824
Ú(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88136
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55156
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28425
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 14.32141
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 14.33249
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 14.34639
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 14.36311
(387.47, 13.92, 251.19) (412.47, 7.73, 234.06) (1.88, 1.40, 1.43) Tools 16.98374
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 16.79777
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 16.8273
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 16.86023
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 16.89658
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 16.93641
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 16.97974
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.913721
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.152976
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856824
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163416
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500216
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.871872
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28397
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740356
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.258057
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.840599
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50269
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26269
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05612
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88947
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57153
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37226
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 14.51982
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 14.53155
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 14.54613
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 14.56358
(387.47, 13.92, 251.19) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 15.15995
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 17.03338
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 17.06391
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 17.09789
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 17.13535
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 17.17633
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 17.22087
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.91933
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.158345
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863306
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170494
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.508023
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.880507
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.293571
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754145
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.270775
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.854272
Õ(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51834
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28072
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09028
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89798
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59288
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46222
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 14.72666
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 14.73907
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 14.75438
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 14.7726
(387.47, 13.92, 251.19) (412.72, 7.73, 235.33) (1.88, 1.40, 1.43) Tools 15.21329
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 15.52855
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 15.52208
(387.47, 13.92, 251.19) (412.21, 9.12, 232.73) (1.88, 1.40, 1.43) Tools 17.3854
(387.47, 13.92, 251.19) (412.21, 9.12, 232.73) (1.88, 1.40, 1.43) Tools 17.38494
(387.47, 13.92, 251.19) (412.21, 9.12, 232.73) (1.88, 1.40, 1.43) Tools 17.4266
(387.47, 13.92, 251.19) (412.21, 9.12, 232.73) (1.88, 1.40, 1.43) Tools 17.47243
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.924068
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.163707
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869746
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177566
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515825
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889108
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303164
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.764866
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.282856
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867956
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53397
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29876
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12519
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9069
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6156
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55419
(387.47, 13.92, 251.19) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 14.96399
(387.47, 13.92, 251.19) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 14.95551
(387.47, 13.92, 251.19) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 14.97159
(387.47, 13.92, 251.19) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 14.99064
(387.47, 13.92, 251.19) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 15.14605
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 15.43158
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 15.42593
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 15.42328
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 15.42364
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 15.42702
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 15.4334
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.9288
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169194
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876179
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184625
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.523581
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897727
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312719
ã(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.775562
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.294895
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.881627
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5496
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32037
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16087
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91622
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 13.05686
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 13.03341
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 13.01257
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 12.99434
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 12.97868
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 12.96558
(387.47, 13.92, 251.19) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 15.24112
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 15.66844
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 15.66278
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 15.66017
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 15.66061
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 15.66411
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 15.67067
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.933527
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60025
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882622
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191675
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.531357
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.906301
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322296
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.78626
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305696
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.895272
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5652
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34868
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19731
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95128
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 13.19999
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 13.17717
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 13.157
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 13.13944
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 13.12449
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 13.11212
(387.47, 13.92, 251.19) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 15.47966
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 15.91583
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 15.91016
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 15.90759
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 15.90813
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 15.91176
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 15.9185
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.938248
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606118
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88903
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198721
ç(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539101
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914906
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331809
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796944
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313386
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.908916
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58079
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37686
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23452
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99333
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 13.4139
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 13.39079
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 13.37036
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 13.35259
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 13.33747
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 13.32497
(387.47, 13.92, 251.19) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 15.72886
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 16.17436
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 16.16868
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 16.16616
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 16.16679
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 16.17057
(387.47, 13.92, 251.19) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 16.17751
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.94296
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611978
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895444
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205757
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546845
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92345
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341345
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80759
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.320995
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.922523
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59637
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40487
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27247
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03625
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 13.63756
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 13.61414
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 13.59344
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 13.57545
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 13.56015
(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 13.54752
(387.47, 13.92, 251.19) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 15.98939
(387.47, 13.92, 251.19) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 15.93211
(387.47, 13.92, 251.19) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 15.92523
(387.47, 13.92, 251.19) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 15.92145
(387.47, 13.92, 251.19) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 15.92077
(387.47, 13.92, 251.19) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 15.93023
