¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ò(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99196
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131336
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562092
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047824
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593925
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21234
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90497
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67741
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56944
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54448
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68285
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96583
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46713
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50726
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36254
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.67153
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.887091
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.120926
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.375293
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.64905
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41029
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75539
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135815
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562348
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048112
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.594274
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21273
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90631
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67895
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.572
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53791
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67703
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95897
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42829
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45285
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29156
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.673628
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.889363
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.123393
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.378087
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099456
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41412
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759577
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140441
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562745
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048522
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.594728
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21327
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90792
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68076
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57415
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53191
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67201
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95302
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4238
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3925
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23345
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.675775
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.891687
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.125918
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813552
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103035
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418055
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763888
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145202
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567677
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049053
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.595354
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21393
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90978
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68293
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57664
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52648
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66776
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94797
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42057
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33356
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.2049
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.677968
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.894063
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.128498
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816549
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.10675
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422104
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.76832
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.150136
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573157
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049727
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596112
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21482
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91196
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68541
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57952
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52775
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6643
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94387
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41856
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27596
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.17731
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.680209
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89649
¬(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546982
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81964
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110543
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426274
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772934
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.155211
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57877
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.050613
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.597027
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21582
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91435
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68818
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58276
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53479
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66124
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94069
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41778
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21973
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15073
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.682498
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.898969
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549844
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822752
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.11447
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43057
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777645
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16043
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584579
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.057097
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.59804
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21703
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91704
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69127
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58634
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54248
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65681
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93839
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39207
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16488
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12517
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.684835
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301807
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552776
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825968
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118475
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43499
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78248
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165785
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590498
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063719
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.599233
²(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21836
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69468
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5903
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55083
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65304
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92337
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36569
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11138
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0595
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.687215
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304558
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.555782
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829219
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122618
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43949
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.787492
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.171283
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596616
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.07056
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.601788
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21987
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92324
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69838
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59459
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55982
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64977
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89815
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34064
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05921
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.93988
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.075629
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.307383
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558834
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832563
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126858
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444121
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792589
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176908
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602894
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.077553
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.609632
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22153
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92674
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70241
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59926
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56946
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58156
