°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
«(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17981
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.449074
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.828196
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.249672
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.716343
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.234801
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.835385
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55376
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38775
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35021
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56726
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79461
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38113
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27061
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56676
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84581
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1238
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41548
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72174
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78098
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.110554
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.444814
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.823469
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.244398
∫(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.705627
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.222727
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.831195
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54892
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38111
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40804
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62733
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85702
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82489
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44374
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7013
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9712
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25419
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5512
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26872
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48962
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.102689
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.440294
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.818453
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.23512
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.694613
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.210314
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.826435
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54342
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36243
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16905
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68967
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23061
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12646
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56409
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82627
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10108
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38931
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21166
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93739
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79013
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.09466
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.435516
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.813153
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.225018
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.683303
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.197776
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.821106
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53726
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33155
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12411
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75444
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63836
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17691
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68864
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95568
º(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23564
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52935
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42038
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22061
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.089463
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.430484
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.804814
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.214652
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.671703
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.192626
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.81521
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53006
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29243
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07919
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08088
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68643
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35579
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81761
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08968
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37502
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93513
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71886
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47418
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.084673
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.425197
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.795269
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.204033
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.659817
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.186985
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.808758
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51245
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25331
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0343
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23213
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73607
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55285
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95107
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22847
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97881
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24894
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91143
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87765
(342.46, 6.92, 369.72) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.38094
(342.46, 6.92, 369.72) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.37909
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.079655
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.417855
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.785494
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.193157
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.647649
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.180854
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.80174
‹(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49437
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.21422
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98945
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87164
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78725
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75483
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08922
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3721
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72827
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43334
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1107
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67871
(342.46, 6.92, 369.72) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.56531
(342.46, 6.92, 369.72) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.56249
(342.46, 6.92, 369.72) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.56427
(342.46, 6.92, 369.72) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.78315
(342.46, 6.92, 369.72) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.76832
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.074409
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.408819
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.775494
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.182033
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.635204
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.174239
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.794172
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4758
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17514
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94465
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81765
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84004
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95694
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23221
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22145
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88722
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62397
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42995
(342.46, 6.92, 369.72) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.76453
(342.46, 6.92, 369.72) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.75725
(342.46, 6.92, 369.72) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.75459
(342.46, 6.92, 369.72) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.75656
(342.46, 6.92, 369.72) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.76317
(342.46, 6.92, 369.72) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.82823
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068102
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.399584
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.765275
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.170666
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.623445
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.16714
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.778648
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45677
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13611
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89992
Ï(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7641
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89437
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09928
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72031
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33759
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08967
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82113
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83631
(342.46, 6.92, 369.72) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.81415
(342.46, 6.92, 369.72) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.80704
(342.46, 6.92, 369.72) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.80457
(342.46, 6.92, 369.72) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.80674
(342.46, 6.92, 369.72) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.81356
(342.46, 6.92, 369.72) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.82503
(342.46, 6.92, 369.72) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.70562
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.059536
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.390149
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.754837
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.159056
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.616767
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.159565
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.761662
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43202
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09712
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85527
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.71099
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0114
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24655
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85956
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45721
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29847
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02501
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27836
(342.46, 6.92, 369.72) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.28634
(342.46, 6.92, 369.72) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.25297
(342.46, 6.92, 369.72) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.22441
(342.46, 6.92, 369.72) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.20063
(342.46, 6.92, 369.72) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.18161
(342.46, 6.92, 369.72) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.16732
(342.46, 6.92, 369.72) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.15776
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.050793
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.38052
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.744183
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.147211
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.609671
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.151513
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.744281
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39773
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05819
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83199
(342.46, 6.92, 369.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65834
