¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ä(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.848778
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272759
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.543736
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323072
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682669
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081022
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.524771
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.03899
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.626291
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29736
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07134
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97359
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03875
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31497
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87156
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81192
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.4647
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.99288
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.577856
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.786503
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.012585
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258321
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97998
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304409
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662019
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058161
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.499207
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.009779
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593048
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25921
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02711
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92181
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97721
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24068
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78013
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69664
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28508
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7679
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.566658
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.774392
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.999448
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.244023
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.963129
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285898
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6416
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.035462
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.473877
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.980756
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.560068
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2214
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98332
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87048
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91628
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16721
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68982
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58294
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10866
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.54674
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.555565
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.762398
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.986441
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654812
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94644
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267552
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621338
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012977
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.448792
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.951967
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.52733
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1839
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93693
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81966
ª(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85598
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09459
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60059
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47078
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93536
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32929
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.54458
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.750522
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381042
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639859
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929871
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.249339
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601251
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990691
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.423945
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923372
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.494877
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14669
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88608
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76197
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79388
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02276
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51248
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36016
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76513
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10597
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.533704
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.738765
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36743
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625047
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913447
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231277
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581332
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968629
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.399291
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894988
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.462667
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10716
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8358
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70313
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72414
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94326
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42547
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25106
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59794
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.87958
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.522939
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117793
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35393
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610402
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897187
¶(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213418
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561631
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946747
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374937
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.866857
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.430713
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0655
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78599
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64493
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6552
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86037
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33956
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14349
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43375
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65782
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.512284
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105472
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.340594
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595917
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881025
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.195696
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542047
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92506
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350781
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.838936
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.399026
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02431
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73672
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58739
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58708
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77852
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25471
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03745
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29627
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.44061
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.877027
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.093317
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.327446
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581584
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865044
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.178127
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.52272
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.903592
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326871
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811239
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.367619
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.983597
(443.63, 14.22, 269.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68796
