¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ş(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06818
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29646
ã(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07549
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37134
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68073
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03329
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87756
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98565
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.44379
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34721
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52601
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.807364
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.049044
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.315148
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.583302
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.876637
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.224349
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.566323
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.959788
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.399831
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.856223
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.391438
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.973917
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63984
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37049
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.15346
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79815
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84982
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04026
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09805
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98954
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28246
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58874
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90924
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37444
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20951
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90353
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75945
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.62941
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.78923
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.024923
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.291855
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.557878
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.848782
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.193284
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.532123
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.907546
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.355522
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.806824
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.333551
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.898938
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5611
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2877
ó(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74624
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68664
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7155
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89211
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92998
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90753
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19766
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50104
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81524
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05894
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69308
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71012
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.17793
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.13714
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.771245
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.000877
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.268772
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.532692
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.8212
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.162585
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.49834
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.868727
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.311852
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.758163
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.276598
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.834718
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48379
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20659
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65056
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57756
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58974
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75212
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82896
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80203
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11689
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41747
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6747
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91469
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31035
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02999
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50073
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54411
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.753407
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.976913
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.245903
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.507747
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.793889
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.128561
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.464975
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.831858
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.268815
ó(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.710236
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.220571
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.771589
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40791
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12199
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5581
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47093
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.473
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61589
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73128
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59768
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04002
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31265
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53966
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77612
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05814
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59669
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46148
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96251
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.735723
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.954298
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.223246
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.483044
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.766854
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092652
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.432027
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.795465
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.226406
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.66304
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.165459
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.709538
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33342
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68402
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46758
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3666
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35904
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4831
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6369
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43986
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96697
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18624
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41005
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64312
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88589
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34072
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89959
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1748
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.718191
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.935313
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.200805
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.458583
ö(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.740095
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.057022
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.399496
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.759551
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.184624
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.616565
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.104399
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.648555
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2603
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60634
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37896
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2646
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24782
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35362
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54571
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33958
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85287
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06487
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28562
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51543
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75487
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09497
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63958
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24027
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.700814
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.916501
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.175377
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.434367
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.713613
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.021675
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.367379
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.724111
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.138001
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.570807
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.047348
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.588622
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18746
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53018
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29219
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16479
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13921
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22739
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45768
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24282
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6481
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94844
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16622
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.393
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62919
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87526
(432.55, 12.05, 347.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39013
