¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.237885
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.262533
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.401484
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.549063
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.705184
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.86768
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.040909
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.225944
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42396
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636295
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86459
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097899
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366607
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661488
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98452
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338772
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741513
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.834683
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.245445
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.999274
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95994
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34217
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29189
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4844
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.123022
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.25352
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.391943
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.538938
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.695321
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.857631
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.030217
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214565
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411783
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623276
Ÿ(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850582
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08185
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342187
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635018
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953795
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303599
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.689101
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.976667
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.144623
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.882219
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8094
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13912
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02325
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58138
(396.83, 11.89, 327.13) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 21.79602
(396.83, 11.89, 327.13) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 21.91655
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.114827
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.24486
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.382774
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.529226
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.685022
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.848072
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020061
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.203684
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400191
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610877
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837239
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066569
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318601
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609441
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.925969
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271708
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.65181
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131433
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.192334
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.763805
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66568
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94679
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.76466
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91229
(396.83, 11.89, 327.13) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 21.66265
(396.83, 11.89, 327.13) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 21.66665
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.106956
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.236541
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.373984
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.519913
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.675146
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.838953
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.01035
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.193362
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.389169
£(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59908
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824599
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052038
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295855
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584787
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.899186
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24245
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618679
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075039
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.323704
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.646074
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52986
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76725
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52511
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07612
(396.83, 11.89, 327.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 20.47462
(396.83, 11.89, 327.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 20.52538
(396.83, 11.89, 327.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 20.58041
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.099448
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.228594
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.365577
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.511014
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.665695
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.830286
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.001164
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.183562
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378701
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587868
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812572
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03827
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.279325
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561036
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.873374
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.214295
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.587813
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02861
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.497043
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.569472
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39831
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59408
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29598
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.70298
(396.83, 11.89, 327.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 20.26566
(396.83, 11.89, 327.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 20.31537
(396.83, 11.89, 327.13) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 20.3693
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.092246
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.220997
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.357548
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.502502
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.656638
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.820839
ª(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.992462
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174282
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368801
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.577266
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801226
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025229
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265358
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.538207
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.848542
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187209
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558165
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985704
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.519895
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.666764
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27087
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.427
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07583
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.40872
(396.83, 11.89, 327.13) (417.28, 8.62, 310.14) (0.81, 2.16, 0.81) Human 16.82006
(396.83, 11.89, 327.13) (417.28, 8.62, 310.14) (0.81, 2.16, 0.81) Human 16.75239
(396.83, 11.89, 327.13) (417.28, 8.62, 310.14) (0.81, 2.16, 0.81) Human 16.72475
(396.83, 11.89, 327.13) (417.28, 8.62, 310.14) (0.81, 2.16, 0.81) Human 16.70428
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.08539
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.213758
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.349892
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.494396
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.648051
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.811682
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.984245
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165555
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.359443
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567286
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790311
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012955
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252206
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516223
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824661
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161179
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529666
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.952127
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.473204
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.802732
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14337
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26571
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86421
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.12711
(396.83, 11.89, 327.13) (417.28, 8.62, 310.14) (0.81, 2.16, 0.81) Human 16.63738
(396.83, 11.89, 327.13) (417.28, 8.62, 310.14) (0.81, 2.16, 0.81) Human 16.6054
(396.83, 11.89, 327.13) (417.28, 8.62, 310.14) (0.81, 2.16, 0.81) Human 16.59935
(396.83, 11.89, 327.13) (417.28, 8.62, 310.14) (0.81, 2.16, 0.81) Human 16.5977
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.078896
£(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.206895
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.342614
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.486661
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.639847
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.802962
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.976539
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.157318
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350671
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.557877
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.779521
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001445
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23986
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496577
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.801746
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.136165
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.502315
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.921824
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.428043
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.963703
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03239
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10998
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.66067
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.85743
(396.83, 11.89, 327.13) (417.28, 8.62, 310.14) (0.81, 2.16, 0.81) Human 16.65328
(396.83, 11.89, 327.13) (417.28, 8.62, 310.14) (0.81, 2.16, 0.81) Human 16.62526
(396.83, 11.89, 327.13) (417.28, 8.62, 310.14) (0.81, 2.16, 0.81) Human 16.63216
(396.83, 11.89, 327.13) (417.28, 8.62, 310.14) (0.81, 2.16, 0.81) Human 16.64387
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.07272
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.20037
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.335687
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.479363
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.632098
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.794718
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.968261
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.14963
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342453
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549077
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.76942
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.990655
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228297
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48414
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779746
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.112242
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.476112
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.892747
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.38433
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.970369
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11913
(396.83, 11.89, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95589
