¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
á(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.25964
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5079
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40697
(417.86, 14.84, 246.84) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 23.80956
(417.86, 14.84, 246.84) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 23.78929
(417.86, 14.84, 246.84) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 23.77367
(417.86, 14.84, 246.84) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 23.76271
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.746822
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.911344
Õ(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.088709
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.281456
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.492311
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.721646
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.969851
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241838
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.534585
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.855568
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.209177
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.606663
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.065601
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.590826
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.173952
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.846525
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61107
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49298
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5331
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77256
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36476
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27889
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48641
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29995
(417.86, 14.84, 246.84) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.90226
(417.86, 14.84, 246.84) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.86794
(417.86, 14.84, 246.84) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.83818
(417.86, 14.84, 246.84) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.81293
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.741825
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.905969
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.082911
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.275462
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.485801
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.714482
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.962022
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.232935
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.524557
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.844407
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.196799
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.593195
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.050756
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.574263
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.154548
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.824651
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5856
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46439
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49844
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.73093
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30658
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19903
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43732
(417.86, 14.84, 246.84) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.59951
(417.86, 14.84, 246.84) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.56167
Î(417.86, 14.84, 246.84) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.52833
(417.86, 14.84, 246.84) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.49948
(417.86, 14.84, 246.84) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.47507
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.736945
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.90072
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.07725
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.269605
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.479442
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.707488
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.95438
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.224048
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514784
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.833543
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.184751
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.580085
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.036271
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.558098
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.13566
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.803396
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56088
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43664
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46486
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.69057
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.21055
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12195
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34805
(417.86, 14.84, 246.84) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.27218
(417.86, 14.84, 246.84) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.23533
(417.86, 14.84, 246.84) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.20292
(417.86, 14.84, 246.84) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.17492
(417.86, 14.84, 246.84) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.15131
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.732183
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.895597
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.071724
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.263884
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.473229
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.700665
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.946925
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.215391
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.505266
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822973
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.173063
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.567328
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.022147
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.542335
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.117288
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.782754
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53691
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40921
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43237
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.65145
Õ(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.15881
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04746
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26197
(417.86, 14.84, 246.84) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.40116
(417.86, 14.84, 246.84) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.38446
(417.86, 14.84, 246.84) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.37213
(417.86, 14.84, 246.84) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.36418
(417.86, 14.84, 246.84) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.36059
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.727537
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.8906
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.066338
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.258299
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.467166
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.694016
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.93966
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.206964
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.496005
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.812697
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.161949
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.554923
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.008384
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.52697
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.099431
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.762728
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51368
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38262
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40094
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61357
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.112
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97562
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17894
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.91327
(417.86, 14.84, 246.84) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.70505
(417.86, 14.84, 246.84) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.6924
(417.86, 14.84, 246.84) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.68419
(417.86, 14.84, 246.84) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 22.6804
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.723009
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.88573
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.061086
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.25285
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.46125
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.687537
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.932583
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.198769
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.486997
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.802715
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.151146
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.542871
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.994981
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.512002
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.082539
»(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.743309
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49119
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3569
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37059
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57692
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.06408
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.79961
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09898
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82657
(417.86, 14.84, 246.84) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 23.03952
(417.86, 14.84, 246.84) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 23.02653
(417.86, 14.84, 246.84) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 23.01804
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.718598
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.880986
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.055971
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.247539
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.455484
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.68123
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.925695
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190802
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.478243
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.793025
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.140659
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.531168
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.981935
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.49743
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.066525
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.724494
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46942
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33205
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34129
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54149
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.01682
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.74269
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02206
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72179
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.714305
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.876372
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.051031
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.242363
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.449868
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.675095
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.918995
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.183067
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.469745
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.78363
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.130484
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.519819
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.969246
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.483255
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.050976
°(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.706287
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44839
(417.86, 14.84, 246.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30805
