¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¢(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.81052
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.803854
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.953819
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.114533
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.287067
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.472769
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.673116
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.889918
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.125134
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381295
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661074
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968011
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.306046
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680161
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.096311
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561872
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.086147
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680854
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34594
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05175
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86944
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78706
²(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.07701
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.05736
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.04031
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.02584
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.01394
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.00459
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.99779
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.796965
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.946496
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.106667
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.278635
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.463713
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.663339
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.879309
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.113663
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368722
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647382
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952965
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289487
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661801
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075841
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.538969
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.060294
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.651445
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29761
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00164
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79981
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73922
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.18114
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.16125
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.14398
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.12931
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.11723
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.10772
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.10078
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.790275
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.939364
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.099049
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.270449
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.454849
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.65383
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.869037
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102485
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.356582
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634112
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938387
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.273394
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643995
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.05604
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516733
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035234
­(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622955
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2507
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95354
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74044
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66041
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.28956
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.26942
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.25192
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.23704
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.22476
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.21509
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.208
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.783831
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.932446
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.091624
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.262489
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.446299
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.6446
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.859035
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.091643
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34479
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621245
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924254
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257852
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626757
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036797
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.495217
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.011003
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585716
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20511
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90701
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68693
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58963
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.40243
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.38202
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.36427
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.34917
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.3367
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.32685
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.31961
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.777528
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.925737
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.084441
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.254777
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.438047
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.635665
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.849382
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.081145
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333364
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608719
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.910563
©(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.242749
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.610064
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018242
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474424
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987542
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.546734
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16087
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86169
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63514
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52948
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40723
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.4992
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.4812
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.46587
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.4532
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.44316
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.43576
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.77144
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.91923
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.077482
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.247323
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.429996
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.626972
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.839997
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.071012
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.322303
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596673
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897325
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228165
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.593907
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000272
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454317
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.964871
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.508905
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11793
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81259
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58512
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47144
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38897
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.62115
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.60288
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.58731
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.57441
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.56418
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.55661
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.765563
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.912939
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.070744
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.240084
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.422237
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.618617
ª(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.830939
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.061165
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311619
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584994
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884505
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.214067
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578293
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982879
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.434896
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.938045
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.472208
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07633
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76496
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53677
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40843
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37235
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.74802
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.72948
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.71365
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.70053
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.6901
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.68234
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.75988
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.906864
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.064252
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.233088
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.414719
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.610503
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.822196
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.05167
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301299
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573701
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872147
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200448
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563239
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966174
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.416136
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.911707
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.436563
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03597
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71889
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49013
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34336
(341.93, 7.24, 370.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29673
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.88002
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.86118
(341.93, 7.24, 370.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.84509
