¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ö(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.056638
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.194409
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.74563
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.390097
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.153488
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.42011
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.39351
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.36999
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.34953
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.33211
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.31771
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.30632
ô(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.29792
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.29252
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.2901
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.29066
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.2942
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.30073
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.088837
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.298436
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524268
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768283
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.671354
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.64468
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.619501
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.595794
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.573534
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.552696
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.720668
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.197878
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.749662
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.394842
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.159149
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.16877
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.14257
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.1194
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.09924
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.08207
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.06787
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.05664
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.04835
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.043
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.04059
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.04111
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.04456
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.05095
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.084059
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.293293
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518727
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7623
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.601162
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.574759
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.54984
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.526375
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.504343
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.483717
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.72368
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.201342
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.753687
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.399575
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.164798
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.92835
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.90253
ï(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.8797
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.85983
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.8429
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.8289
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.81781
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.80962
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.80432
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.80192
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.8024
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.80576
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.81202
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.079437
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288312
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513371
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.756452
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.533689
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.50755
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.482878
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.459647
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.437833
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.417412
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.726683
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.204796
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.757702
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.4043
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.170436
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.69825
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.6728
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.65029
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.6307
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.614
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.60018
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.58924
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.58115
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.5759
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.5735
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.57395
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.57723
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.58336
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.074932
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283486
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508135
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.496195
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.468828
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.442942
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.41851
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.395503
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.373898
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.353674
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.729677
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.208241
ø(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.761706
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.409012
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.176059
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.47792
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.45282
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.43062
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.41129
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.39482
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.38118
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.37037
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.36237
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.35718
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.35479
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.3552
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.35841
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.36442
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.070601
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.278818
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503141
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.433585
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.406476
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.380834
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.356629
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.333839
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.312437
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.314473
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.73266
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.211673
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 7.7657
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.413712
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.181664
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.26682
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.24207
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.22016
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.20109
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.18483
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.17137
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.16069
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.15278
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.14764
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.14526
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.14563
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.14877
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.15466
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.066441
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.274323
(434.35, 14.03, 298.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.498305
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.373398
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.346538
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.32113
(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.297145
û(434.35, 14.03, 298.77) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 6.274562
