¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
×(401.06, 14.08, 246.14) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 15.26973
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.27652
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69302
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54038
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.79106
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49505
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.619885
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.827426
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.051036
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.293534
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.552099
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.835782
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.150432
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.487066
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.854458
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.261495
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.718553
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.22683
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.795433
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44611
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18726
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02433
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.94791
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01611
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.25658
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.75324
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46827
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71457
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4839
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.620965
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.828565
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.052271
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.294398
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.553038
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.836978
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.151747
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.48729
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.854707
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.262061
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.719193
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.22738
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.795582
°(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4444
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18693
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01882
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93954
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.00229
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.24067
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.71608
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39864
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.64098
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47592
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.622118
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.829787
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.053593
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.295379
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.554106
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.838296
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.153196
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.487707
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.85517
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.262864
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.71995
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.228229
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.796406
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44314
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18703
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01395
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93233
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.99064
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.22583
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.6805
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34148
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57027
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4234
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.623342
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.831091
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.055005
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.296478
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.555302
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.839738
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.154778
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.488319
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.855846
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.263893
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.720971
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.229214
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.797557
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44232
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18755
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00973
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9259
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98059
³(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.21205
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.64651
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.32291
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.49536
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.28511
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.624637
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.832474
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.056505
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.297694
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.556626
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.841299
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.15573
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.489124
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.856736
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.265149
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.722257
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.230254
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.799036
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44194
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18849
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00614
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92023
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97147
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.19934
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.61409
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.27072
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40876
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.15107
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.626005
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.833941
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.058095
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.299028
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.558079
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.84298
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.156638
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.490124
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.857843
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.266633
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.723809
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.231606
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.800844
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44201
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18709
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0032
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91533
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96328
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.18768
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.58323
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.22063
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32515
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.02113
¨(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.627443
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.835489
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.059771
(401.06, 14.08, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.30048
