°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51575
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75204
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56626
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51651
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58621
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85996
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.2687
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.23711
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.20861
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.18316
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.16076
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.50632
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.719313
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.950656
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202762
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.474149
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.771221
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.09832
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.460151
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.862468
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.318335
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.820223
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04076
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74517
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55828
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50716
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58109
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84781
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 13.86583
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 13.8307
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 13.79843
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 13.76899
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 13.74234
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.508511
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.721689
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.95324
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202775
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.473677
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770704
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.097749
¯(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.459777
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.86744
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.318083
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.81764
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.382981
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73846
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55051
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49802
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57633
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 13.77267
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 13.76503
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 13.76007
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 13.75779
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 13.7582
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 13.76129
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.510735
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.724101
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.954406
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202402
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.47327
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770256
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.097697
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.464328
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.871614
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.315917
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.815197
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.38021
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73193
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54291
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48913
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57197
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 13.87216
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 13.86457
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 13.85968
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 13.85751
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 13.85802
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 13.86125
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.512989
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.726285
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.954116
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202085
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.472924
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.77042
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.101861
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.468953
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.869791
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.313876
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.812898
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.377595
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72553
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53552
ë(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48045
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56794
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 13.97582
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 13.96828
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 13.96348
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 13.9614
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 13.96204
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 13.9654
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 13.97149
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.515274
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.726065
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.953877
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.201826
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.473222
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.774247
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.10609
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.470587
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.868079
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.311958
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.810737
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.375143
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71934
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5283
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47199
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56434
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 14.08377
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 14.0763
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 14.07158
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 14.0696
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 14.07037
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 14.07389
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 14.08014
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.515924
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.725894
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.953691
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202197
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.476758
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.778133
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.110382
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.469149
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.866477
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.310167
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.808717
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.376064
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71903
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52129
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46378
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56106
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 14.19616
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 14.18876
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 14.18413
í(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 14.18227
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 14.18317
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 14.18684
(424.47, 14.79, 250.97) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 14.19328
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.515808
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.725771
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.954079
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.205469
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.48034
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.782075
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.11014
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.467812
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.86499
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.308499
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.809051
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.378469
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71955
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51448
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45576
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55819
(424.47, 14.79, 250.97) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 14.31949
(424.47, 14.79, 250.97) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 14.31216
(424.47, 14.79, 250.97) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 14.30762
(424.47, 14.79, 250.97) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 14.30588
(424.47, 14.79, 250.97) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 14.30693
(424.47, 14.79, 250.97) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 14.31076
(424.47, 14.79, 250.97) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 14.31739
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.515739
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.726134
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.957121
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.208788
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.483977
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.785409
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.109022
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.466573
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.863612
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.307782
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.812136
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.381022
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71798
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50786
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44802
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55568
(424.47, 14.79, 250.97) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 14.44128
(424.47, 14.79, 250.97) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 14.43403
(424.47, 14.79, 250.97) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 14.4296
(424.47, 14.79, 250.97) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 14.42798
(424.47, 14.79, 250.97) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 14.42918
(424.47, 14.79, 250.97) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 14.43319
(424.47, 14.79, 250.97) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 14.44001
(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.516041
˘(424.47, 14.79, 250.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.728969
