¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
é(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68467
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.688632
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32465
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0524
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88204
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76349
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67499
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41736
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24816
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86139
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.91572
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.357804
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.638504
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.946555
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788483
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.18843
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63339
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131389
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.69234
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32891
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05727
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86738
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74658
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67569
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41827
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24923
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83747
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.90527
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.358907
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.639712
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.947882
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790728
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19088
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636145
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134458
à(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695858
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33289
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06186
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87243
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75245
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69439
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43912
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39546
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79683
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.89348
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.359899
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.640801
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.94908
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.288864
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193174
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638712
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137379
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699127
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33663
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06613
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87734
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75812
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71397
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46094
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64797
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77566
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.88041
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.360784
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.641769
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950144
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.290042
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195315
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641121
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140059
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702146
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34009
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07012
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88218
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76374
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7345
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4838
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72397
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.757
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.86601
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.361556
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.642618
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.95108
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.291075
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197302
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643315
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.142533
Ş(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704979
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34328
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0738
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88692
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77197
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75584
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50764
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66694
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73567
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.8503
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.362223
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643345
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.95188
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.291959
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199131
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.645323
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.144797
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.707532
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34623
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07718
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89151
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79644
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77817
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63835
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61093
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71174
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.83326
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.362776
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643953
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.952549
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.292699
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200775
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64717
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.14688
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709867
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34887
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0802
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89602
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82053
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80135
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7996
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55599
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68513
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81498
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363222
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644441
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.953085
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.293291
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.20223
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648829
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148726
å(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711981
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35127
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08298
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90041
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84426
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82543
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96404
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50208
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61615
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.79542
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363554
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644807
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.953487
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.293735
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203556
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.650293
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150385
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713838
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35339
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08541
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90469
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86761
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85043
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13172
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44924
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52374
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77456
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363779
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.645051
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.953756
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.294034
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204694
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651544
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151798
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.715447
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35523
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08751
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90885
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89059
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94698
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2741
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49297
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42972
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.75248
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363891
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.645175
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.953893
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.294184
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205663
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652644
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153023
İ(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.716848
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3568
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08933
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9129
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91319
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04592
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28072
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55327
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33414
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.72914
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363894
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.645178
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.953569
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.293354
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.206495
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.653549
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.154026
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717989
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35813
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09085
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9282
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92718
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05134
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32682
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61451
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23714
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70456
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363141
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643956
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.95212
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.292227
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207094
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654253
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.154857
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718862
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35915
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09203
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93903
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9288
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05661
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39251
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67673
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16144
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.67874
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.361829
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.642519
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950541
(349.57, 6.96, 364.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.291276
