¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ı(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.04478
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17478
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.638198
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.908031
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.202856
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.526144
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.881263
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.272719
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.709791
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.194002
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.732553
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33397
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99967
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75008
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35507
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49009
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76441
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29901
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12456
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41315
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.14966
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.634743
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.90433
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.198813
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.5219
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.8765
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.26745
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.70432
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.187883
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.725248
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3257
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9897
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73913
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34566
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47941
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75392
È(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27115
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1091
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.39375
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.12478
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.63128
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.900611
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.194752
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.517624
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.871713
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.262156
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.698822
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.181734
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.71794
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31744
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97981
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72827
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.58657
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46864
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74358
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25592
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09381
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37454
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10014
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.627812
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.896878
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.190672
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.513319
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.866904
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.256836
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.693295
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.175555
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.710637
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3101
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71751
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57475
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61284
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.722
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24359
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07867
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.35552
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.07575
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.624336
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.893126
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.186576
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.508987
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.862076
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.251914
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.687742
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.169347
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.703334
Ù(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30273
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96028
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70685
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56367
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.60053
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69935
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23133
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06369
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32521
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05165
(423.30, 14.57, 251.52) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 20.55423
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.620855
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.889359
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.182462
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.504624
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.857225
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.247122
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.682168
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.163111
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.696036
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29534
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95064
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69629
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5532
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58995
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.81694
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21925
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04887
(423.30, 14.57, 251.52) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 20.72878
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.02779
(423.30, 14.57, 251.52) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 20.54354
(423.30, 14.57, 251.52) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 20.94159
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.617371
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.88558
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.178336
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.500237
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.852359
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.242276
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.676566
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.156846
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.688747
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2879
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94109
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68583
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54275
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57931
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.80013
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20728
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0342
(423.30, 14.57, 251.52) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 20.9855
(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.00425
î(423.30, 14.57, 251.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.61388
