¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ñ(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.597466
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600693
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.834
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23589
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67455
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79461
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.22182
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76695
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36569
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02624
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.75848
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.57461
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.48841
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16759
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34593
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72058
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03057
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.72814
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603899
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89678
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30026
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74441
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83074
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30218
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85501
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.4626
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.13337
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.87753
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.70766
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.64479
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35901
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54878
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99259
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22745
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.85485
ë(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607111
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96056
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36558
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81526
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87194
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38387
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.94458
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56124
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2425
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00167
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.8535
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.81137
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54409
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75661
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20997
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43323
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.99036
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610344
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02533
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43184
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88724
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94792
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46691
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.03569
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.66239
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.36027
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.1364
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.00451
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.98176
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73372
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98607
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.411
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59434
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.12876
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613581
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09107
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50039
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92944
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0251
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55131
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13236
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77357
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.48358
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.27391
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.1588
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.15608
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92794
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23999
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61755
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.77926
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.26999
ì(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616859
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15791
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57259
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96269
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10559
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6439
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23502
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88696
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.60945
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.41441
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.31661
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97132
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12688
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50079
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82978
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00164
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4046
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613549
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22568
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6459
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9991
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19302
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.73971
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.34044
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.0035
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.73894
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.55911
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.4806
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16057
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3489
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76881
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37742
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.23138
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47512
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.604367
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29454
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72367
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03813
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28188
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83715
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44775
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12223
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.87099
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.70859
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.65149
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3542
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58946
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04433
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71037
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.46883
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.5479
ï(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.595036
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36442
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80363
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07982
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3722
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93626
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.55699
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2432
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.0078
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86353
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.82623
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55114
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83641
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42627
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93958
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05809
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.62294
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.585615
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43693
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88488
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12422
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46399
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.03706
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.66817
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.36885
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.14888
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.02177
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.00492
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76225
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09001
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.9525
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17631
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.38704
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79103
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576094
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51295
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96736
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1797
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55727
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13958
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78395
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.49782
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.29281
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.18338
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.18802
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98857
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35044
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5047
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.33117
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.72911
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566463
İ(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59007
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05113
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23934
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6523
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24657
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.90226
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.62925
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43964
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.34859
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.37741
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22062
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61789
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90429
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.67488
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23737
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66836
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13617
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30185
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75119
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35546
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02272
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.76319
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58943
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.51942
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.57115
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45857
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89267
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.62801
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31065
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7478
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22256
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36753
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85169
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46621
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.14535
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89968
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.74418
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.69395
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.76936
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70255
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17502
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38493
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82834
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3102
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43578
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.95382
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57885
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.27018
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04032
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.90216
(392.83, 12.61, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.87226
