¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
“(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.256097
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.630217
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268189
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527939
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811519
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122325
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464384
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.842513
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.262745
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.732361
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.260484
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.858589
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4867
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15794
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90408
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.834153
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.806807
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.834934
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.918127
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.911315
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.853218
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.797695
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.744684
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.694124
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.645955
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.600127
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.556585
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.224001
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.41325
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.617865
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.253829
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512317
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794427
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103557
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443688
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819631
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237261
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703773
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22823
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.816745
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4003
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05996
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80621
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5941
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.00505
Ÿ(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.02255
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.09324
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.03115
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.971748
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.914968
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.860741
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.809008
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.759706
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.71278
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 9.720852
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.213549
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.401973
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.605661
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239629
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.496864
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.777542
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085056
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423261
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797005
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.212073
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675626
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.196516
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.776235
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31586
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96432
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70221
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48533
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.46406
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.46445
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.21949
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.15598
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.0952
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.05189
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.06328
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.07666
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.09547
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.1275
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.16172
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.203222
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.390832
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990258
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.225625
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481595
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760863
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066746
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.403154
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.774751
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.18729
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647859
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16523
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.75045
¦(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24097
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87095
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59568
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37937
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25075
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.97063
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.4826
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.49031
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.50008
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.51193
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.52649
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.55716
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.59007
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.62527
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 10.66279
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.193021
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.379829
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.977481
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.211816
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.46656
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744447
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048738
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383299
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.752763
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162822
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.620502
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134433
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.715496
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22955
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77974
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49177
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27617
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13234
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 11.62229
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 11.53504
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 11.0323
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 11.04361
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 11.05711
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 11.07279
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 11.10146
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 11.13792
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 11.17681
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 11.21816
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.182949
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.749668
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.964905
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.198161
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.451696
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728208
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030944
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363687
¦(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731093
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138744
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593536
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104071
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.681108
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21892
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74336
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3904
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17556
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01713
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20041
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 12.15906
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 11.82635
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 11.64887
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 11.66431
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 11.68209
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 11.70735
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 11.74797
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 11.79117
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 11.83996
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.173001
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.738184
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.952509
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.184675
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437036
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712203
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013406
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.344388
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709718
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115017
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56699
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.074193
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.647243
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20911
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73249
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31478
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07734
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93093
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12057
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94549
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 12.86697
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 12.32682
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 12.34461
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 12.36487
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 12.38762
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 12.43126
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 12.4898
(338.62, 7.56, 336.76) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 12.55751
(338.62, 7.56, 336.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.529285
