¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
£(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.815055
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95511
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65825
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.96178
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.66764
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.19736
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.7563
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.933908
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.979667
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.020856
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185215
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.40899
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65102
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.913448
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.198898
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.511986
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.844728
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.209991
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.648181
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.114977
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.577167
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07111
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62061
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22135
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7759
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39064
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51982
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22267
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70979
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61532
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22337
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.66546
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.19507
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.78817
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.883349
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.872006
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.967373
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.188825
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.412848
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.655192
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.917974
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.203823
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.517557
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.853198
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.219296
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.650323
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.141461
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.606481
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10677
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66036
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2842
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84524
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46755
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45559
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14588
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55968
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35469
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62733
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.66777
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.19749
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85454
’(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.759012
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.797867
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.96488
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192666
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.416957
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.659636
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.922795
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.20907
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.522959
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.86209
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.229065
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.652821
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.159724
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.636675
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14351
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70132
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34144
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91679
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54696
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3937
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07221
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48162
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10071
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05453
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.58457
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.20464
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.92627
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.663233
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747189
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.962498
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195642
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.421749
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.664352
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.92791
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.21464
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.528704
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.871403
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.239302
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.65567
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.162928
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.667759
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18134
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74353
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37878
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9906
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9169
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33805
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00166
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40684
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85733
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78908
•(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.45848
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21653
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.595902
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.74509
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960227
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193288
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.427175
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.66934
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.933324
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.22053
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.534793
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.880887
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.250006
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.658875
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.166528
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.699744
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22028
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78698
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42258
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06671
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91424
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3352
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93413
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33526
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76316
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52567
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29296
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.26845
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.542743
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.743094
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.95807
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.19102
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.432058
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.6746
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.939031
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.226744
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.541227
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.887948
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.261179
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.669203
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.170525
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.732635
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26034
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83171
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47283
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1452
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91352
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33442
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86951
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26685
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69055
–(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27344
(338.05, 7.66, 337.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08562
