¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ä(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.41743
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.978465
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6094
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27915
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04973
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96722
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02215
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.29976
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.86552
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75496
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98978
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.7201
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5076
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.22686
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.02571
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.31121
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.589088
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.88505
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.213695
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.565234
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.958033
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.389173
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.870109
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.404644
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.96476
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58581
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25837
Ä(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01242
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92937
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96184
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.23128
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78882
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65656
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0209
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86665
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79283
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.6062
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4321
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.310132
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.587384
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.883178
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.211555
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.562114
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.954647
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.384474
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.863944
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.398109
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.951189
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56258
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23773
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97796
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89188
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.90248
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.16371
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.71289
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56013
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99845
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84233
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.94713
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78425
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85221
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.308975
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.585602
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.881223
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.209293
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.558937
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.950945
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.379699
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.857729
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.391488
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.937969
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53974
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.21723
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95026
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85478
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84708
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.0983
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.63773
Ê(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46566
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97897
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03067
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10725
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.11734
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.307737
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.583742
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.879182
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.206906
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.555697
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.946599
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.374853
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.851465
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.382346
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.925936
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51728
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19441
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92276
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81804
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79624
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.03532
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.56336
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40668
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96252
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47518
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27333
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.64132
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.30642
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.581803
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.877055
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.204395
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.552396
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.942189
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.369934
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.845154
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.370634
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.913961
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49519
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16356
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89544
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78168
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74597
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97309
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.48977
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.32233
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94904
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63563
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81442
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.305023
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.579787
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.874845
«(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.201602
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.549037
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.937715
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.364947
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.838797
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.359047
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.902044
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47348
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13321
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86307
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.73606
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.69627
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.9116
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.41696
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.21933
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28522
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.87624
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4532
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.303546
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.577696
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.87255
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.198507
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.545621
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.93318
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.359889
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.832397
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.347589
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.890193
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45214
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10335
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82828
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6887
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64714
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.85087
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.34493
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.11799
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70776
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.53265
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.301991
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.575527
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.870172
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.195358
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.542147
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.928584
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.354767
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.825953
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.33626
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.878403
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43119
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07399
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.794
®(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64211
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59857
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.79088
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.2737
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.01244
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57278
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.48818
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.300358
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.573284
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.867712
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.192161
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.538617
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.923927
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.349575
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.819468
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.325061
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.863022
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41061
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04513
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76024
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59627
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.55058
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.73163
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.20326
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.90227
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.44057
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.43677
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.298646
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.570967
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.86517
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.188909
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.53503
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.91921
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.344319
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.812941
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.313993
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.844942
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39041
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01677
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72701
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55119
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.50316
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.67313
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.1336
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.79424
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.21474
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38814
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.296858
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.568574
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.862545
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.185609
¯(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.53139
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.91444
(381.12, 11.64, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.339001
