¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.99825
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.03468
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.04162
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.05092
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.06258
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.07662
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.599551
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.811151
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.040596
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.290181
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.562613
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.86111
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.189527
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.552506
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523512
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020815
‘(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.581741
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25311
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.476
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04717
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.3105
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.27064
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.24342
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.229
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.25669
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.06276
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.09034
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.20158
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.19895
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.20349
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.21067
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.22025
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.23222
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.24661
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.600877
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.812586
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.042155
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.291879
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.56447
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.863148
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.191772
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.554966
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.966803
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026325
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587992
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2102
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42481
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99063
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.47055
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.42433
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.39427
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.38074
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.38201
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.52439
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.22756
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.32638
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.28025
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.37953
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.39048
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.39171
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.40102
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.41276
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.602254
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.814078
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.043775
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.293643
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.566399
ş(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.865265
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.194106
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.558461
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.971275
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.031971
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593676
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21268
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37488
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93551
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.66216
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.60901
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.57247
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.56169
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.5645
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.98948
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.70916
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.44689
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.56282
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.56502
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.5695
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.57632
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.5856
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.61277
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.603685
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.815627
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.045455
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.295475
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.568402
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.867464
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.196527
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.562542
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.97583
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037672
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596075
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21537
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25604
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88183
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70743
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.83957
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.80375
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.78453
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.7802
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.81324
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.72337
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.79854
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.7857
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.77537
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.605166
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.817231
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.047196
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.29737
æ(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.570474
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.869739
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.199007
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.566694
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.980464
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.443846
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.598541
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21824
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12828
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82951
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71853
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54433
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.01481
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.93049
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.86789
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.61133
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.16856
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.00545
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.99233
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.98177
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.78673
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.606699
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.818889
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.048998
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.299332
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.572618
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.872093
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.201571
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.570916
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.985178
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.449141
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.6012
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22124
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00195
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77859
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72975
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13206
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08489
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.64133
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.61676
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.59493
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.21902
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.79843
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.82384
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.59189
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.608283
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.820603
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.050859
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.301361
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.574837
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.874527
ç(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.204225
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.575213
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.989974
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.454525
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.604012
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22443
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93287
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75146
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74132
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8213
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00141
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.17138
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.14759
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.12643
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.20545
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.77124
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.72571
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.10893
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.40442
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.609917
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.822372
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.052781
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.303454
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.577126
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.877011
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.206964
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.579576
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.994845
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.46
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.984486
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22775
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93668
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76184
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75324
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83539
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92033
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.40375
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.37945
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.35784
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.38765
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.74529
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.55525
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.6661
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.91273
(337.58, 7.24, 384.62) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.22401
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.611601
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.824197
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.054761
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.305611
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.579485
(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.879574
í(337.58, 7.24, 384.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.210648
