¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
î(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86085
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.057075
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.052073
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.04858
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.047936
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.075204
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.168411
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.548935
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747463
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.011977
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.232968
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.472135
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731751
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.304163
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.231934
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.195914
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.170103
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.14578
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.122949
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.101549
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.081577
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.063
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.045812
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.030002
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.01554
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.002401
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.990592
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.980093
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.970904
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.963018
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.956416
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.953488
µ(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.9712
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.01826
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.124384
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.54982
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.748417
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.997831
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.228626
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.467432
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.391366
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.260805
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.198033
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.164501
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.137515
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.112011
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.087986
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.065402
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.044228
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.02444
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.006021
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.988967
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.97323
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.958797
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.945676
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.933827
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.92325
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.913939
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.905883
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.902301
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.917142
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.955137
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.028356
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.550803
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.749476
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.972977
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.22447
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.462933
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.367576
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.24781
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.187488
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.154189
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.126089
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.099505
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.074401
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.050745
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.028513
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.007685
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.988214
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.970099
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.953324
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.937854
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.923674
µ(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.910782
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.899153
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.88878
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.879639
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.875738
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.889416
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.923972
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.988018
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.551885
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.750642
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.965365
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.220501
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.458635
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.391141
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.260676
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.19795
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.163455
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.134116
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.106312
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.080021
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.055204
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.031847
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.009895
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.98934
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.970153
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.952327
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.9358
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.920597
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.906683
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.894048
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.882666
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.872535
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.86839
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.881761
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.915492
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.977416
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.553061
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.751913
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.96674
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.216718
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454538
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188768
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.303894
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.231737
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.194204
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.163212
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.133843
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.106039
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.079752
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.054974
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.031652
¶(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.009762
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.989282
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.970191
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.952451
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.936055
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.920976
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.907189
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.894681
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.883446
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.879012
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.89281
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.927749
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.992779
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.554338
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.753287
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.968227
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.21312
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890749
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194188
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.406122
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.299331
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.253778
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.220165
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.188298
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.158153
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.12963
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.102736
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.077383
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.053583
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.03126
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.01039
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.990953
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.972921
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.956268
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.940957
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.927002
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.914343
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.909393
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.924578
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 5.963601
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.039835
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.55571
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.754768
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.969827
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.20284
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895831
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.199687
(366.11, 9.70, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.533137
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.473308
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.370635
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.32991
§(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.291908
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.256253
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.222773
(366.11, 9.70, 330.27) (380.42, 1.71, 345.16) (0.81, 2.16, 0.81) Human 6.191333
