¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ë(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21102
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.00601
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.50924
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.17877
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.861644
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.135368
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.443922
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.771279
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.116223
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.516171
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.937597
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.416253
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.93554
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51924
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.155
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90495
õ(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70801
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64041
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.58831
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.59614
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.7102
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.76773
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.4329
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.05195
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.86848
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.827868
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.098668
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.403024
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.72976
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.070753
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.464232
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.88423
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.353945
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.873632
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44569
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08019
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82682
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60913
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56484
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.51288
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.52612
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.63794
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.62724
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.35894
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.94376
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.32419
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.794432
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.062355
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.362516
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.68874
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.025852
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.412887
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.831581
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.292413
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.812647
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37319
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00657
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74828
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51182
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49077
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.43907
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.44967
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.56761
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.54749
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.27755
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.84549
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.02406
ú(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.761337
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.026429
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.322402
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.648217
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.981518
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.362133
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.779645
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.231651
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.752569
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30172
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93414
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65805
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42541
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.40262
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34664
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.35738
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.47593
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.4927
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.19833
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55698
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.74864
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.728587
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.990891
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.282678
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.60819
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.937749
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.311967
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.728417
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.17166
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.693395
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23127
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86289
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56924
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34111
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29261
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.24873
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.26698
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.38267
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.44008
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.12144
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45377
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44191
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.696178
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.955739
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.243351
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.568019
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.894541
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.262394
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.677893
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.112434
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.635111
ü(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16185
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79279
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48183
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25831
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.18451
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.15261
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.17844
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.29144
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.38962
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.04683
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04823
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.51283
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.664114
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.920977
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.204421
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.52534
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.851896
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.213412
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.62807
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.056299
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.570786
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09506
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72334
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39581
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17699
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07828
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.05828
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.09174
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.20222
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.34128
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39677
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37691
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86892
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.632397
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.886604
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.165891
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.483122
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.809811
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.165017
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.577643
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.001991
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.50611
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03208
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64704
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31116
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09714
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9739
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96568
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00684
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.11496
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.29503
™(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94448
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78847
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80611
(419.55, 8.53, 364.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68943
