¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ş(378.74, 14.53, 272.10) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.040953
(378.74, 14.53, 272.10) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.26715
(378.74, 14.53, 272.10) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.260958
(378.74, 14.53, 272.10) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.256578
(378.74, 14.53, 272.10) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.254006
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04171
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276066
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530643
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803113
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100056
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392549
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.692312
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.806222
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.774274
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.744087
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.715632
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.688881
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.663802
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.640371
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.618564
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.598358
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.579732
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.562669
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.547151
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.089252
(378.74, 14.53, 272.10) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.424447
(378.74, 14.53, 272.10) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.410698
(378.74, 14.53, 272.10) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.398818
(378.74, 14.53, 272.10) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.388798
(378.74, 14.53, 272.10) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.380624
(378.74, 14.53, 272.10) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.374292
(378.74, 14.53, 272.10) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.369793
(378.74, 14.53, 272.10) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 9.367124
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04659
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281363
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535021
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807242
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104592
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.409479
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710739
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.905565
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.873147
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.842515
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.813639
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.786487
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.761031
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.737244
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.715102
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.694582
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.675663
€ (378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.658328
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.642556
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.131082
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.412407
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.407861
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.40515
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.404274
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.405231
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.408024
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.412653
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.419123
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051513
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286686
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538895
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811485
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109207
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426777
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729516
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059628
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.97616
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.945062
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.915744
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.888174
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.862322
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.838163
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.81567
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.794822
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.775596
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.757975
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.741938
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.173516
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.271298
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.266764
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.264039
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.263122
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.264009
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.266704
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.271209
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.277528
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056491
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292081
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542831
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815762
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113914
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440842
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748678
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080549
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.083515
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.051931
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.022151
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.994143
ÿ(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.967879
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.94333
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.920471
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.899277
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.879731
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.861809
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.845494
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.216562
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.136108
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.131587
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.128852
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.127895
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.128718
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.131324
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.13571
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.141885
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.061478
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.295747
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546812
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820126
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118674
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446073
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.768225
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101912
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.195438
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.163344
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.13308
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.104616
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.077918
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.05296
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.029715
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.008163
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.988279
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.970042
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.953438
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.260224
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.006532
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.002028
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.99928
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.998289
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.999051
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.001571
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.005845
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.011884
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.066504
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.29949
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550861
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824509
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123501
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451382
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788189
‰ (378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123663
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.312163
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.279537
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.248768
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.219822
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.192671
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.167284
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.143639
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.121708
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.101469
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.082904
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.065992
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.304504
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.882285
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.877795
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.87504
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.874015
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.874722
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.877159
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.881329
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.887237
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.071322
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303275
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554991
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829004
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128386
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456763
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808496
(378.74, 14.53, 272.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145845
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.433949
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.400764
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.369465
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.340015
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.312388
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.286555
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.262486
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.240159
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.21955
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.20064
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.183406
(378.74, 14.53, 272.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.34941
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.763099
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.758626
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.755863
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.754809
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.755463
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.757824
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.761894
(378.74, 14.53, 272.10) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.767679
