¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73492
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95009
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15945
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02613
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1828
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06777
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14562
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15444
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594362
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95085
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344165
¹(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.780217
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.266249
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.811245
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45768
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20511
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07003
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08949
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33289
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34459
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37714
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3239
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4427
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49434
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630613
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990763
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388359
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829385
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.321278
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.879684
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54237
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30274
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18383
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23722
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50995
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53085
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5772
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58849
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75602
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94673
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.666941
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030852
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432744
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.878778
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.376598
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.954449
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62784
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40142
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29899
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38733
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69068
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69772
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79131
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83443
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08125
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40815
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703423
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.071064
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.477301
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928421
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43222
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02974
½(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71411
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50109
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41884
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5397
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87509
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86684
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04173
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08644
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41908
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83081
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.739977
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.111415
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522032
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.978304
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.49614
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10569
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80112
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6018
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54843
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69436
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10119
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03827
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27413
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42614
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.84384
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33772
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776644
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151888
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566942
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.028389
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.563316
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18216
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88889
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70349
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67962
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85135
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31611
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21199
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51186
(382.00, 13.93, 307.86) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 18.8099
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.24255
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.86972
(382.00, 13.93, 307.86) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 18.89384
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813399
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192501
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612032
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.078639
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.630973
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25917
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97733
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80615
Ç(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81253
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01062
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53401
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41522
(382.00, 13.93, 307.86) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 18.60346
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1657
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65805
(382.00, 13.93, 307.86) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 18.67194
(382.00, 13.93, 307.86) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 18.59334
(382.00, 13.93, 307.86) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 18.70562
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.850201
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.233151
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657179
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137089
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699001
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33674
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06656
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91915
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94716
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17218
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75491
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75283
(382.00, 13.93, 307.86) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 18.90397
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6497
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13468
(382.00, 13.93, 307.86) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 18.45959
(382.00, 13.93, 307.86) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 18.31823
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.887067
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273924
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702513
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.197508
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.767437
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41481
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15648
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03402
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08334
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34343
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97878
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96751
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32037
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05371
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.76633
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923995
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.314796
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747931
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.258188
(382.00, 13.93, 307.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83621
