¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
– (432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.09854
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 6.751848
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 6.757976
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 6.765435
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 6.774233
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 6.784378
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 6.79588
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 6.830383
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.30886
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.28477
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.26278
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.24288
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.22504
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.20926
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.19551
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.18377
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.17405
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.16632
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.16059
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.15684
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.15507
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.15528
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.15748
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.16165
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773744
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052252
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 6.845377
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 6.84809
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 6.85214
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 6.857536
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 6.864277
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 6.872373
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 6.88183
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 6.892661
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 6.904873
“ (432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 6.918479
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.44163
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.41724
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.39499
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.37485
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.3568
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.34083
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.32691
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.31504
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.30521
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.2974
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.29161
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.28782
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.28605
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.28628
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.28852
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.29276
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77263
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051022
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354791
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 6.957148
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 6.961809
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 6.967837
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 6.975235
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 6.984014
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 6.994177
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.005741
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.018712
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.033105
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.57995
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.55526
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.53273
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.51233
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.49406
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.47789
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.46382
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.45181
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.44186
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.43396
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.42811
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.42429
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.42251
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.42276
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.42505
(432.48, 14.42, 317.47) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.42936
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771473
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049757
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353415
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.07099
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.076306
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.083014
 (432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.091118
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.100628
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.111549
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.123896
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.13768
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.152914
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.306842
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87629
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07379
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38268
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.60488
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.57099
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.54064
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.5138
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.49045
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.47056
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.45411
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.4411
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.43149
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.4253
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.4225
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770264
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04847
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351983
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684416
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.195915
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.203353
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.212214
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.222507
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.234241
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.247429
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.262084
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.27822
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.298454
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85905
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05341
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40321
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.42262
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.38913
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.35913
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.33262
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.30956
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.28992
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.27369
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.26085
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.2514
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.24531
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.24259
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769078
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047148
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350545
ø(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682829
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.32094
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.329164
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.33884
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.349975
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.362582
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.376671
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.392261
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.409362
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82796
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84199
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03322
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40217
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.24743
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.21432
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.18467
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.15847
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.13568
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.11629
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.10026
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.0876
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.07829
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.0723
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.06965
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.767798
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.045795
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34906
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681212
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.451715
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.460784
(432.48, 14.42, 317.47) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 7.471334
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.36365
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.90417
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51307
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18352
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94198
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81345
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82504
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01321
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37146
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.07903
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.04629
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.01697
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.99107
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.96854
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.94938
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.93356
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.92106
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.91187
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.90599
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.90341
ò(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766542
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.044399
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347545
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679524
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044569
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.442591
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876131
(432.48, 14.42, 317.47) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 8.36094
(432.48, 14.42, 317.47) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 8.329432
(432.48, 14.42, 317.47) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 8.299774
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17267
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9295
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79908
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80826
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99337
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34121
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.91716
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.88477
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.85577
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.83015
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.80788
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.78894
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.7733
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.76097
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.75191
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.74612
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.7436
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765223
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04297
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.345991
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.677837
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042694
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.438448
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871509
(432.48, 14.42, 317.47) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 8.268935
(432.48, 14.42, 317.47) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 8.237801
(432.48, 14.42, 317.47) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 8.208494
(432.48, 14.42, 317.47) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 8.180985
(432.48, 14.42, 317.47) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 8.155244
(432.48, 14.42, 317.47) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 8.131247
(432.48, 14.42, 317.47) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 8.108963
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97373
(432.48, 14.42, 317.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31136
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.76158
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.72952
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.70083
(432.48, 14.42, 317.47) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 16.67548
