¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
û(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.643208
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.841249
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.820738
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.802219
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.785675
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.771088
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.758444
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.747731
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.738937
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.732057
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232097
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480338
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750529
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04564
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374372
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.738754
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142665
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592812
ı(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.097588
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667314
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3086
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.47868
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.43939
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.40242
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.36772
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.33526
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.30501
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.27693
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.25099
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.22718
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.20546
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.18581
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.16822
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.15267
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.13913
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.1276
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.11808
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.11053
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.233588
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481933
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752251
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049798
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380664
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745705
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.150419
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601487
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10729
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678309
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2943
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.91247
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.87106
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.83207
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.79546
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.76119
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.72921
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.69951
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.67204
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.64679
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.62372
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.60281
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.58405
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.56741
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.55287
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.54043
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.53006
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.52177
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.235111
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483544
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754051
ï(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055535
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.386971
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.752658
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158115
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610107
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.117018
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.689356
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28002
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03388
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.15539
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.11483
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.07673
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.04102
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.00769
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.97669
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.95252
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.94026
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.93017
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.92222
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.91641
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.91273
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.91118
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.91175
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.91446
(441.96, 14.43, 265.68) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.91929
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236574
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485189
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759013
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061189
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.393238
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759569
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165848
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618731
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126716
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675343
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26568
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01734
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88386
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58226
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3112
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13268
(441.96, 14.43, 265.68) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 14.21451
(441.96, 14.43, 265.68) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 14.17374
(441.96, 14.43, 265.68) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 14.13595
(441.96, 14.43, 265.68) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 14.1011
(441.96, 14.43, 265.68) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 14.06916
(441.96, 14.43, 265.68) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 14.04009
(441.96, 14.43, 265.68) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 14.01388
(441.96, 14.43, 265.68) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 13.99047
(441.96, 14.43, 265.68) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 13.96987
(441.96, 14.43, 265.68) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 13.95205
È(441.96, 14.43, 265.68) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 13.93698
(441.96, 14.43, 265.68) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 13.92466
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.238059
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48756
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764177
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066888
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399507
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766525
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173502
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.627347
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.136402
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.659642
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25131
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00075
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87086
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63817
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3739
(441.96, 14.43, 265.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09499
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.14053
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385017
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643497
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92471
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232255
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.56992
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942293
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330631
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664739
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.031942
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.433591
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.874623
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44888
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16974
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01264
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.25983
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.23527
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.21318
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.19354
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.17634
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.16155
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.14916
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.13916
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.13155
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.1263
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.12342
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.12291
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.12476
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.137667
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381919
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.640378
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921297
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228513
Ô(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565821
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.937747
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.329044
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666074
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.033407
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.433182
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.871924
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45951
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20647
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98805
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.27184
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.24726
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.22514
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.20549
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.18826
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.17346
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.16106
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.15105
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.14342
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.13817
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.13529
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.13477
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.13662
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.134823
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378795
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637316
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917943
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.224861
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561789
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.932768
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327724
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662946
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02811
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.427337
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.865517
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49189
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24373
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96461
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.28629
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.26166
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.23952
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.21984
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.2026
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.18777
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.17535
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.16533
(441.85, 14.37, 266.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.1577
