¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.679373
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33184
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6826
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42572
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12519
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26243
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34725
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9588
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71813
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.392471
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.573945
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.769808
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981148
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202101
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.440597
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.723849
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.043601
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.341393
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.642732
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.961461
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.309622
£(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.708311
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.042588
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.405456
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.832397
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55124
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34984
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83018
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60227
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30994
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16487
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20379
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0877
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70982
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61527
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.99552
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.387614
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.568684
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.764145
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.975034
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.196596
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.434637
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.715136
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.034006
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.341314
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.643594
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.9624
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.310649
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.715039
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.051037
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.414616
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.829442
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5174
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32901
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74548
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52286
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19582
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20749
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14889
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83494
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.47026
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.51799
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.89524
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.382912
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.563585
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.758656
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.969109
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.191324
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.428928
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.706593
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.024596
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.341658
¡(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.644952
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.963878
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.312263
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.712374
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.060416
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.424789
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.827437
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48442
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3274
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66335
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3778
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08327
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18027
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09759
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69765
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.23978
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.31207
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82698
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.378365
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.558647
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.753341
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.963372
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.186285
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.423474
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.698215
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.015373
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.342423
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.646807
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.965896
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.314467
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.710285
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.070733
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.435979
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.833871
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4523
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29113
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5838
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26741
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97233
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13898
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04988
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57197
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97281
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06945
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.78351
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.373973
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.553872
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.7482
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.957825
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181479
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.418271
¤(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.690008
(337.73, 7.55, 333.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.006338
