¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.7093
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.594769
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16675
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8134
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56833
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46139
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8173
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.82507
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.2171
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.93016
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.09319
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.42383
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.546257
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.733228
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.934388
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15145
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.386297
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.641126
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918555
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221618
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536135
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877582
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253161
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668117
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128881
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.643353
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22139
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87542
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64454
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55003
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61108
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.94403
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.36368
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.11222
˜(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.329
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.79666
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.56357
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.751772
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.954395
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.173038
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409679
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666523
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946218
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.251687
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565959
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910314
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.289178
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707977
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173244
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.69297
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27729
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93886
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72257
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64085
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71811
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.79551
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.5146
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.29935
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.63404
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.18511
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.581095
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.770627
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974716
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.194995
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433417
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692316
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.974313
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27953
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596361
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943663
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325958
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748684
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.218537
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.743691
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33448
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00378
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80242
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73392
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82796
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13091
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.45937
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.49248
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.95349
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.598886
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.78977
¹(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.995309
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.217237
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.457532
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718528
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002898
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307925
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.627404
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977702
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363476
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.790237
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.26482
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.795526
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39295
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0709
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88417
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82926
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94066
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26608
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87372
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80557
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82926
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.616968
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.809189
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.01621
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239844
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.482028
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745131
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.031926
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336858
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659003
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012443
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40174
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832655
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.312037
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.848487
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45273
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14983
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96781
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92698
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05626
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40503
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04378
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97893
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10992
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.635277
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.828863
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.037425
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262754
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506892
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772157
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061447
µ(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366317
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.691243
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047823
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440783
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87592
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.360307
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.902616
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51381
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23058
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06082
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02707
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17488
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54776
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21889
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20409
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36351
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.653846
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.848825
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.058945
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286006
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.53211
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799604
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091383
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.396287
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724074
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083879
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480607
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.920065
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.409529
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.957891
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58138
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31318
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15629
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1296
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29654
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6945
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38928
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4362
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34942
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.672654
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.869072
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.080777
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.309642
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.557697
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827467
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121815
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42684
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75749
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12061
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.521138
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.965108
¸(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.45982
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01433
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65511
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39768
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25408
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23468
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42138
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84525
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51762
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67551
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33851
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.6273
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.691715
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.889575
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102906
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333582
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583668
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855759
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.152697
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45791
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791533
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158067
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562551
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.011048
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.511115
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07198
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73043
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4841
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35087
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34233
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54295
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97717
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64958
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92233
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33076
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.29511
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.711069
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.910348
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.125347
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.357849
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61003
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884436
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182053
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489598
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826227
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.196234
(377.02, 16.14, 287.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.604686
