¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980901
(335.41, 7.27, 331.26) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 21.09559
(335.41, 7.27, 331.26) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 21.09295
(335.41, 7.27, 331.26) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 21.09443
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980797
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.203428
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423859
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661877
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919623
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185599
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426449
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68556
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965018
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.244104
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544897
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87023
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.336418
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41889
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94058
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73881
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07565
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70427
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73152
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32347
(335.41, 7.27, 331.26) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 21.30254
(335.41, 7.27, 331.26) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 21.27879
(335.41, 7.27, 331.26) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 21.25923
 (335.41, 7.27, 331.26) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 21.23081
(335.41, 7.27, 331.26) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 21.21961
(335.41, 7.27, 331.26) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 21.21255
(335.41, 7.27, 331.26) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 21.20963
(335.41, 7.27, 331.26) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 21.21084
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980729
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207612
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441727
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681199
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.940547
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.195621
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437199
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697103
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95602
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.234146
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.534136
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.858624
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.394747
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49178
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0019
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73851
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07527
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70382
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73094
(335.41, 7.27, 331.26) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 21.20164
(335.41, 7.27, 331.26) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 21.17387
(335.41, 7.27, 331.26) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 21.1503
(335.41, 7.27, 331.26) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 21.13089
(335.41, 7.27, 331.26) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 21.12873
(335.41, 7.27, 331.26) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 21.11761
(335.41, 7.27, 331.26) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 21.1106
(335.41, 7.27, 331.26) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 21.10772
(335.41, 7.27, 331.26) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 21.10895
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980708
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207592
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453718
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70079
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.961808
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206081
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44844
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689458
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947383
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224873
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.524109
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.847803
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453183
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56489
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06234
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73847
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07522
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70374
©(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73087
(335.41, 7.27, 331.26) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 21.07842
(335.41, 7.27, 331.26) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 21.05084
(335.41, 7.27, 331.26) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 21.02743
(335.41, 7.27, 331.26) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 21.00817
(335.41, 7.27, 331.26) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 21.03171
(335.41, 7.27, 331.26) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 21.02065
(335.41, 7.27, 331.26) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 21.01371
(335.41, 7.27, 331.26) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 21.01086
(335.41, 7.27, 331.26) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 21.01211
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980773
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207651
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453761
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.720699
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983377
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.217026
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442183
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681986
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93937
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216242
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514847
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.837758
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.51161
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63811
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12186
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73871
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07554
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70414
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73135
(335.41, 7.27, 331.26) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 20.96068
(335.41, 7.27, 331.26) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 20.93329
(335.41, 7.27, 331.26) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 20.91004
(335.41, 7.27, 331.26) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 20.89091
(335.41, 7.27, 331.26) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 20.93964
(335.41, 7.27, 331.26) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 20.92865
(335.41, 7.27, 331.26) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 20.92176
(335.41, 7.27, 331.26) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 20.91894
(335.41, 7.27, 331.26) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 20.9202
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980857
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207762
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453876
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721643
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001225
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212208
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435736
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675086
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.931978
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.2083
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.506324
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828528
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.570108
¦(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59391
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18042
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73926
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0762
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70496
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73234
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32458
(335.41, 7.27, 331.26) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 21.47981
(335.41, 7.27, 331.26) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 21.45547
(335.41, 7.27, 331.26) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 21.43535
(335.41, 7.27, 331.26) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 21.34655
(335.41, 7.27, 331.26) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 21.33475
(335.41, 7.27, 331.26) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 21.32712
(335.41, 7.27, 331.26) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 21.32365
(335.41, 7.27, 331.26) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 21.32434
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981013
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207921
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45404
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721834
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994089
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206688
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429818
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668788
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.925219
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201029
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498478
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.820053
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.628579
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52221
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13065
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74009
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07717
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70616
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73388
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32658
(335.41, 7.27, 331.26) (312.99, 0.43, 306.34) (1.40, 1.43, 1.36) Tools 22.27411
(335.41, 7.27, 331.26) (312.99, 0.43, 306.34) (1.40, 1.43, 1.36) Tools 22.2487
(335.41, 7.27, 331.26) (312.99, 0.43, 306.34) (1.40, 1.43, 1.36) Tools 22.22768
(335.41, 7.27, 331.26) (312.96, 1.79, 306.45) (1.58, 1.43, 1.55) Tools 22.22065
(335.41, 7.27, 331.26) (312.96, 1.79, 306.45) (1.58, 1.43, 1.55) Tools 22.20902
(335.41, 7.27, 331.26) (312.96, 1.79, 306.45) (1.58, 1.43, 1.55) Tools 22.20173
(335.41, 7.27, 331.26) (312.96, 1.79, 306.45) (1.58, 1.43, 1.55) Tools 22.19877
(335.41, 7.27, 331.26) (312.96, 1.79, 306.45) (1.58, 1.43, 1.55) Tools 22.20014
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981198
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208158
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.454304
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.722098
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983541
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197068
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424467
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66304
™(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919072
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.194427
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.491343
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812392
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.687006
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45163
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00144
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74121
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07852
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70782
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73598
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32927
(335.41, 7.27, 331.26) (312.99, 0.43, 306.34) (1.40, 1.43, 1.36) Tools 23.10465
(335.41, 7.27, 331.26) (312.99, 0.43, 306.34) (1.40, 1.43, 1.36) Tools 23.07807
(335.41, 7.27, 331.26) (312.99, 0.43, 306.34) (1.40, 1.43, 1.36) Tools 23.05604
(335.41, 7.27, 331.26) (312.96, 1.79, 306.45) (1.58, 1.43, 1.55) Tools 22.66512
(335.41, 7.27, 331.26) (312.96, 1.79, 306.45) (1.58, 1.43, 1.55) Tools 22.65162
(335.41, 7.27, 331.26) (312.96, 1.79, 306.45) (1.58, 1.43, 1.55) Tools 22.64255
(335.41, 7.27, 331.26) (312.96, 1.79, 306.45) (1.58, 1.43, 1.55) Tools 22.63789
(335.41, 7.27, 331.26) (312.96, 1.79, 306.45) (1.58, 1.43, 1.55) Tools 22.63765
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981465
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208443
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.454584
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.722427
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973469
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186343
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414083
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657904
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913545
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188492
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484974
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.805485
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.653804
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38218
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87162
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74258
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08021
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70989
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73858
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.33266
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76595
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981771
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208738
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45491
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.722811
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.963912
(335.41, 7.27, 331.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176113
