¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
  (419.93, 14.51, 252.21) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 18.40627
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.393939
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.37469
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.356455
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.339214
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.322949
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.307642
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.293276
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.279837
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.267312
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.255687
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.371871
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.742698
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.183365
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.715539
(419.93, 14.51, 252.21) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 6.735177
(419.93, 14.51, 252.21) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 18.44666
(419.93, 14.51, 252.21) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 18.42072
Ÿ (419.93, 14.51, 252.21) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 21.10582
(419.93, 14.51, 252.21) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 21.02469
(419.93, 14.51, 252.21) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 22.24414
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.466006
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.441587
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.418291
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.39609
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.37496
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.354877
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.335817
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.317763
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.300694
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.284591
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.269438
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.255218
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.241915
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.229519
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.218015
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.374596
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.74591
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.187209
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.720219
(419.93, 14.51, 252.21) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 6.741333
(419.93, 14.51, 252.21) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 18.45933
(419.93, 14.51, 252.21) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 18.43336
(419.93, 14.51, 252.21) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 21.54392
(419.93, 14.51, 252.21) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 21.24386
(419.93, 14.51, 252.21) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 22.39422
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.427421
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.403233
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.380156
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.358166
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.337236
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.317344
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.298468
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.280587
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.263683
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.247736
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.232729
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.218649
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.205478
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.193204
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.181816
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.377502
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.749337
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.19131
(419.93, 14.51, 252.21) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 6.463207
(419.93, 14.51, 252.21) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 6.747904
(419.93, 14.51, 252.21) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 7.625377
(419.93, 14.51, 252.21) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 18.44962
(419.93, 14.51, 252.21) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 22.00498
Ÿ (419.93, 14.51, 252.21) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 21.47187
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.390356
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.366388
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.343523
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.321734
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.300997
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.28129
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.262588
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.244874
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.228127
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.212329
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.197464
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.183517
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.170473
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.158317
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.147039
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.38059
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.752979
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.195669
(419.93, 14.51, 252.21) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 6.444951
(419.93, 14.51, 252.21) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 6.754891
(419.93, 14.51, 252.21) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 7.63431
(419.93, 14.51, 252.21) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 18.46953
(419.93, 14.51, 252.21) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 22.49069
(419.93, 14.51, 252.21) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 21.7091
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.354756
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.331001
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.308339
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.286744
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.266191
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.246659
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.228126
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.210571
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.193975
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.178321
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.163592
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.149773
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.136849
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.124806
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.113635
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.383861
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.756836
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.200288
(419.93, 14.51, 252.21) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 6.428051
(419.93, 14.51, 252.21) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 6.762297
(419.93, 14.51, 252.21) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 7.643781
(419.93, 14.51, 252.21) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 18.49309
(419.93, 14.51, 252.21) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 23.00293
(419.93, 14.51, 252.21) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 21.95598
(419.93, 14.51, 252.21) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 22.47466
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.320577
  (419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.297024
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.274556
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.253147
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.232772
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.213408
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.195035
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.177633
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.161182
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.145666
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.131067
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.117371
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.104561
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.092628
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.081557
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.387315
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.760911
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.205164
(419.93, 14.51, 252.21) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 6.412491
(419.93, 14.51, 252.21) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 6.770121
(419.93, 14.51, 252.21) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 7.653791
(419.93, 14.51, 252.21) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 18.52034
(419.93, 14.51, 252.21) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 18.48102
(419.93, 14.51, 252.21) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 19.05476
(419.93, 14.51, 252.21) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 19.84357
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.40937
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.383497
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.35877
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.335162
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.312644
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.291191
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.270778
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.251383
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.232985
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.215566
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.199103
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.183581
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.168983
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.155294
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.142499
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.390951
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.765201
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.210302
(419.93, 14.51, 252.21) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 6.398254
(419.93, 14.51, 252.21) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 6.778366
(419.93, 14.51, 252.21) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 7.664342
(419.93, 14.51, 252.21) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 18.55129
(419.93, 14.51, 252.21) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 18.45657
(419.93, 14.51, 252.21) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 18.42522
(419.93, 14.51, 252.21) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 21.6995
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.531755
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.505051
 (419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.479526
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.455153
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.431903
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.409749
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.388667
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.368634
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.349626
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.331625
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.314609
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.298561
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.283464
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.269302
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.256061
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.39477
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.769708
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.215699
(419.93, 14.51, 252.21) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 6.385329
(419.93, 14.51, 252.21) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 6.787034
(419.93, 14.51, 252.21) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 7.675436
(419.93, 14.51, 252.21) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 18.58599
(419.93, 14.51, 252.21) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 23.01988
(419.93, 14.51, 252.21) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 21.52596
(419.93, 14.51, 252.21) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 21.4616
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.662085
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.634487
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.608106
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.582913
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.558877
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.535971
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.514171
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.493451
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.473787
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.455162
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.43755
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.420937
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.405303
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.390633
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.376909
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.398772
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.774431
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.221358
(419.93, 14.51, 252.21) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 6.373698
(419.93, 14.51, 252.21) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 6.796124
(419.93, 14.51, 252.21) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 7.687077
(419.93, 14.51, 252.21) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 18.62446
(419.93, 14.51, 252.21) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 22.75419
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.801118
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.772559
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.745257
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.719181
(419.93, 14.51, 252.21) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.6943
