¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Û(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.074406
Ş(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.09682
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.37455
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.39977
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.99418
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.97205
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.10039
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.33861
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.2565
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.17821
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.87362
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.094772
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333129
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592256
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874902
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184295
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512875
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.869736
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263921
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.705765
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.223109
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.807837
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47385
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20836
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05617
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05798
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27886
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6362
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.94872
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.9271
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.25111
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.57305
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.55904
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.21623
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.85637
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.5899
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.50506
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.42413
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.877438
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.100064
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338863
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598503
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881703
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191756
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519914
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877503
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272528
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716982
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.235765
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822189
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49035
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23076
ù(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08215
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08388
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.64908
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.62257
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.5988
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.64802
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.62959
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.61386
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.0546
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.04388
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 15.45992
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.881314
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105421
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3447
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604841
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888612
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19934
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527143
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.703387
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.67587
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.650035
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.625855
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.603305
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.582362
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.563004
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.545212
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11024
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.49362
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.46745
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.444
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.42325
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.47453
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.45902
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.89479
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.06465
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.18584
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.16976
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.15646
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.14595
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.885222
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.110877
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350605
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611258
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895631
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207045
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534546
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.567608
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.540591
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.515223
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.491482
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.469342
 (422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.44878
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.429775
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.412309
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.396363
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.381922
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.36897
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.357497
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.347488
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.338935
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.43244
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.74123
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.23678
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.43774
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.42111
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.40731
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.39635
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.88919
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.115759
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.356587
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617779
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902747
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.214854
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54214
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.437962
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.411418
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.386497
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.363175
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.341425
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.321227
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.30256
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.285404
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.269742
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.255559
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.242841
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.231575
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.221749
(422.97, 15.01, 246.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 7.243987
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.48625
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.59365
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.87736
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.70167
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.68445
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.67012
(422.97, 15.01, 246.45) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.65868
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.893171
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.120078
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.362631
(422.97, 15.01, 246.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62436
