¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
×(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86949
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55146
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40077
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21703
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0883
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13786
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51052
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81717
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54136
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.447703
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.657587
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.883691
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.122059
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.381856
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.666036
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.978129
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.322378
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166909
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.571321
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023183
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.530773
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10102
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74606
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48148
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32756
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15359
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07547
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12299
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45084
Ç(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53373
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.30862
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.424469
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.632409
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.858111
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.102373
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.360375
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.642504
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.952248
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.293778
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13654
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.537784
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.982482
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.483805
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0481
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68605
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41286
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24829
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09174
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03943
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10957
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39332
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28047
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08266
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.40147
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.607493
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.831038
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.074377
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.33913
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.619244
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.926671
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.265529
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.106662
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.504774
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945875
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.437658
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.996185
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62719
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34559
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17071
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03148
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97989
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09754
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33786
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07335
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86328
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.378706
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.582841
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.804259
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.045191
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.308277
İ(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.596251
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.901399
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.237627
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077307
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.472366
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.909887
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.397014
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.945187
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56945
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27966
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0947
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97285
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91325
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05645
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28447
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87104
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65025
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.78651
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.356178
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.558454
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.777779
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.016344
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276732
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.562019
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.875877
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.210073
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048428
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440477
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874556
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.357603
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.898304
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51279
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21498
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02023
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91572
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84816
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00383
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2331
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44807
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.5047
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.48421
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.50702
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.5044
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.47919
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.45803
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.44089
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.333889
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.534334
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.751598
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.987833
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.245573
½(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.52783
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.838204
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.181036
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020055
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40921
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839858
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318907
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.854925
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45848
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15163
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94732
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86014
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78446
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95291
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99778
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81618
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.46971
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.55258
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.81888
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.86226
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.90989
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.96185
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.01817
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.311953
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.510925
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.726543
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.96093
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.216587
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.496478
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.804151
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.143877
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.992141
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378444
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.805767
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.280931
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.812366
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41044
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08952
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87591
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78503
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72225
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90356
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86837
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43141
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04727
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.60215
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.58485
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.7831
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.29814
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.495986
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.710338
è(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.943293
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.197324
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.475357
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.780896
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.118151
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.48931
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348255
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772318
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.243675
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770581
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36334
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03492
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80599
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70389
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6614
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85583
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80791
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12849
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85771
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.75252
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.284458
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.48119
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.69429
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.925835
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.17826
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.454463
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.757897
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.092719
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.460819
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.3186
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739477
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.207113
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.729632
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31718
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98249
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74198
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62451
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60204
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80968
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75011
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83747
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67357
(370.88, 8.88, 335.91) (376.21, 1.50, 364.15) (0.81, 2.16, 0.81) Human 15.85343
(370.88, 8.88, 335.91) (376.21, 1.50, 364.15) (0.81, 2.16, 0.81) Human 15.8067
(370.88, 8.88, 335.91) (376.21, 1.50, 364.15) (0.81, 2.16, 0.81) Human 15.77091
(370.88, 8.88, 335.91) (376.21, 1.50, 364.15) (0.81, 2.16, 0.81) Human 15.74029
(370.88, 8.88, 335.91) (376.21, 1.50, 364.15) (0.81, 2.16, 0.81) Human 15.71449
(370.88, 8.88, 335.91) (376.21, 1.50, 364.15) (0.81, 2.16, 0.81) Human 15.69327
(370.88, 8.88, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.270905
