¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
…(433.02, 10.47, 361.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.25929
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.837734
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.839857
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.842731
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.846359
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.850756
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.859052
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.86814
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 4.429602
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 4.141176
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.997378
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.962826
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.937572
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.917799
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.899694
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.883019
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.867239
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.853528
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.845633
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.838516
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.832522
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.827882
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.823997
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.820864
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.81848
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.816843
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.815951
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.815803
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.816399
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.81774
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.819826
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.82266
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.826245
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.830584
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.835682
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.841543
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 4.463019
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 4.132596
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.988273
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.955094
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.925399
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.900851
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.882128
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.86483
Ÿ (433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.850112
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.837076
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.828326
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.820359
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.813605
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.808963
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.805074
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.801934
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.799538
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.797886
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.796975
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.796804
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.797374
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.798685
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.800737
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.803534
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.807077
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.811371
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.81642
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.822228
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 4.499554
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 4.143716
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.980108
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.948211
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.918589
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.890308
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.873858
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.858296
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.843604
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.830424
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.821683
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.813725
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.806541
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.800122
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.794464
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.789561
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.785407
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.781999
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.779333
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.778722
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.779266
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.780548
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.782569
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.78533
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.788835
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.793086
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.798088
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.803845
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 4.53934
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 4.15947
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.972957
˜ (433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.942169
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.912612
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.884497
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.868074
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.852537
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.837869
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.824529
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.815798
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.807848
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.800669
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.794256
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.788602
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.783702
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.77955
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.776143
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.773477
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.771549
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.770357
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.770672
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.772022
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.774109
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.776935
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.781979
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.787851
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.794483
(433.02, 10.47, 361.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.796425
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 4.195889
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.967694
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.936965
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.907462
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.879465
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.863064
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.847549
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.832902
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.819387
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.810664
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.80272
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.795547
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.78914
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.783489
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.779463
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.776394
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.774065
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.772475
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.77162
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.7715
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.772117
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.773469
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.775558
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.778387
(433.02, 10.47, 361.88) (410.37, 2.42, 366.47) (8.51, 3.42, 3.69) Truck 3.781958
