¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
á(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.263804
(399.34, 14.02, 246.27) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.090879
(399.34, 14.02, 246.27) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.188828
(399.34, 14.02, 246.27) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.328902
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24833
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21856
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28554
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83884
(399.34, 14.02, 246.27) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 20.34978
(399.34, 14.02, 246.27) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 20.32873
(399.34, 14.02, 246.27) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 20.31168
(399.34, 14.02, 246.27) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 20.2986
(399.34, 14.02, 246.27) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 20.2895
(399.34, 14.02, 246.27) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 20.28437
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.058875
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.033564
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.009477
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.986587
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.964868
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.383503
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.388595
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094789
(399.34, 14.02, 246.27) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.112075
(399.34, 14.02, 246.27) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.085305
(399.34, 14.02, 246.27) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.060279
(399.34, 14.02, 246.27) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.112902
(399.34, 14.02, 246.27) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.723478
(399.34, 14.02, 246.27) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.405574
(399.34, 14.02, 246.27) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.077893
(399.34, 14.02, 246.27) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.066267
(399.34, 14.02, 246.27) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.442456
(399.34, 14.02, 246.27) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.823527
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28121
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20693
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16106
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84982
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73884
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.95075
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.090066
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.064598
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.040361
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.017328
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.995474
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.413639
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.418905
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1012
(399.34, 14.02, 246.27) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.129672
(399.34, 14.02, 246.27) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.102844
(399.34, 14.02, 246.27) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.077763
(399.34, 14.02, 246.27) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.114356
(399.34, 14.02, 246.27) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.638925
ÿ(399.34, 14.02, 246.27) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.068181
(399.34, 14.02, 246.27) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.054966
(399.34, 14.02, 246.27) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.043359
(399.34, 14.02, 246.27) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.458313
(399.34, 14.02, 246.27) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.382244
(399.34, 14.02, 246.27) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.570539
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08618
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02559
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86312
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66414
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.122651
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.097018
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.072625
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.049442
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.027448
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.445081
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.450533
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107791
(399.34, 14.02, 246.27) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.148938
(399.34, 14.02, 246.27) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.122048
(399.34, 14.02, 246.27) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.096905
(399.34, 14.02, 246.27) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.073487
(399.34, 14.02, 246.27) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.133261
(399.34, 14.02, 246.27) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.340032
(399.34, 14.02, 246.27) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.517498
(399.34, 14.02, 246.27) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.043677
(399.34, 14.02, 246.27) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.0269
(399.34, 14.02, 246.27) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.011755
(399.34, 14.02, 246.27) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.23426
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97897
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89454
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87876
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62807
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.92913
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.156669
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.130864
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.106307
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.082969
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.060827
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.066265
(399.34, 14.02, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.483511
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.114515
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.531517
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.995565
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.502283
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05418
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66487
(399.34, 14.02, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35687
(399.34, 14.02, 246.27) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 12.02108
