¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
æ(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.940614
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92505
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89787
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55228
Î(432.52, 14.46, 328.66) (449.38, 7.72, 304.57) (3.20, 1.85, 2.97) Tools 15.60199
(432.52, 14.46, 328.66) (449.38, 7.72, 304.57) (3.20, 1.85, 2.97) Tools 16.30091
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297547
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.651363
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042891
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.472172
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942162
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.469309
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06456
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73067
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50235
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42092
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57301
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96038
(432.52, 14.46, 328.66) (449.38, 7.72, 304.57) (3.20, 1.85, 2.97) Tools 15.72808
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93247
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27241
(432.52, 14.46, 328.66) (449.38, 7.72, 304.57) (3.20, 1.85, 2.97) Tools 15.58588
(432.52, 14.46, 328.66) (449.38, 7.72, 304.57) (3.20, 1.85, 2.97) Tools 17.25756
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295419
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.649046
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.040329
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471383
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941305
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.468315
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06347
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73261
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50773
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41921
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55907
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97923
(432.52, 14.46, 328.66) (449.38, 7.72, 304.57) (3.20, 1.85, 2.97) Tools 15.71495
(432.52, 14.46, 328.66) (449.38, 7.72, 304.57) (3.20, 1.85, 2.97) Tools 15.68342
(432.52, 14.46, 328.66) (449.38, 7.72, 304.57) (3.20, 1.85, 2.97) Tools 17.9236
(432.52, 14.46, 328.66) (449.38, 7.72, 304.57) (3.20, 1.85, 2.97) Tools 15.60775
(432.52, 14.46, 328.66) (449.38, 7.72, 304.57) (3.20, 1.85, 2.97) Tools 15.58875
(432.52, 14.46, 328.66) (449.38, 7.72, 304.57) (3.20, 1.85, 2.97) Tools 16.42522
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293105
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64644
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037433
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47035
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.94011
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.46699
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06191
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73416
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51254
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41686
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54403
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96332
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98895
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00545
Ê(432.52, 14.46, 328.66) (449.38, 7.72, 304.57) (3.20, 1.85, 2.97) Tools 15.64502
(432.52, 14.46, 328.66) (449.38, 7.72, 304.57) (3.20, 1.85, 2.97) Tools 15.61982
(432.52, 14.46, 328.66) (449.38, 7.72, 304.57) (3.20, 1.85, 2.97) Tools 15.85914
(432.52, 14.46, 328.66) (449.38, 7.72, 304.57) (3.20, 1.85, 2.97) Tools 17.07936
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290458
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643553
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.034239
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.468721
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.938572
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.46525
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05999
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73536
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51342
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41386
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52788
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94357
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04482
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04375
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71043
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.18656
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287578
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640386
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030719
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464808
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.936752
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463213
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05765
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73403
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5103
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41028
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51067
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92255
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10153
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08331
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39278
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80309
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284488
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636939
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026903
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460561
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.934582
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.460766
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05489
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73087
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50669
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40604
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49241
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 14.49286
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 14.44935
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 14.4089
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 14.37147
ô(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 14.33702
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 14.30552
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 14.27693
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 14.25123
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 14.22839
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 14.20839
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 14.19121
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 14.17683
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 14.16786
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.28112
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633243
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022791
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.455954
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.932114
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457997
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05175
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72725
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50252
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40118
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47311
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 14.23301
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 14.19584
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 14.16161
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 14.1303
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 14.10187
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 14.07629
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 14.05354
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 14.03359
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 14.01642
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 14.00203
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.99039
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.98149
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.97533
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.277532
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629262
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018364
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451031
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929296
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.454833
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04819
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72318
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49783
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39569
(432.52, 14.46, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45278
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 14.10181
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 14.06775
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 14.03658
(432.52, 14.46, 328.66) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 14.00827
