¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
À(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.301159
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.176187
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.677974
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.2473
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.898641
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65092
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52938
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56845
Î(379.93, 7.34, 351.05) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 14.63231
(379.93, 7.34, 351.05) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.35788
(379.93, 7.34, 351.05) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.75268
(379.93, 7.34, 351.05) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.77512
(379.93, 7.34, 351.05) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.39299
(379.93, 7.34, 351.05) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.71642
(379.93, 7.34, 351.05) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.90009
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 21.87078
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 22.09159
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.608292
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.835346
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.079236
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.345694
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.637934
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.959813
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.316
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.712194
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.155437
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.654528
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.220599
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.867964
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61532
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48758
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51867
(379.93, 7.34, 351.05) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 14.321
(379.93, 7.34, 351.05) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 14.79408
(379.93, 7.34, 351.05) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.09
(379.93, 7.34, 351.05) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 15.03637
(379.93, 7.34, 351.05) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 14.50795
(379.93, 7.34, 351.05) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.61206
(379.93, 7.34, 351.05) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.79368
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 21.8337
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 21.93946
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.599391
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.82507
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.068034
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.333433
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.624461
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.944942
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.299506
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.693799
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.1348
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.631212
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.194057
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.837485
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57996
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44608
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46929
(379.93, 7.34, 351.05) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.95169
(379.93, 7.34, 351.05) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 14.27227
(379.93, 7.34, 351.05) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 14.41632
Â(379.93, 7.34, 351.05) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 14.36643
(379.93, 7.34, 351.05) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.7224
(379.93, 7.34, 351.05) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.51238
(379.93, 7.34, 351.05) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.69207
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 21.81553
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 21.8143
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 22.01701
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.5905
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.814835
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.056875
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.321222
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.611046
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.930139
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.28309
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.675498
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.11427
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.60803
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.167679
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.807202
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54485
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40489
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42032
(379.93, 7.34, 351.05) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.65928
(379.93, 7.34, 351.05) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.78803
(379.93, 7.34, 351.05) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.80283
(379.93, 7.34, 351.05) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.62512
(379.93, 7.34, 351.05) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.44324
(379.93, 7.34, 351.05) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.41794
(379.93, 7.34, 351.05) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.59515
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 21.84216
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 21.8004
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 21.89392
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.581625
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.804643
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.045764
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.309066
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.597693
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.915408
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.26676
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.657294
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.09386
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.584989
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.141466
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.777125
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36403
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37177
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57852
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12696
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06346
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36179
¾(379.93, 7.34, 351.05) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.35661
(379.93, 7.34, 351.05) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.33144
(379.93, 7.34, 351.05) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.50281
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 21.9376
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 21.79076
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 21.79376
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 21.98386
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.572764
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.794494
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.034703
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.296967
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.584406
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.90075
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.250513
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.63919
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.073565
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.562084
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.11542
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.747254
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4754
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32349
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32362
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52043
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05039
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98812
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30174
(379.93, 7.34, 351.05) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.27448
(379.93, 7.34, 351.05) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.24944
(379.93, 7.34, 351.05) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.41495
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 22.17343
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 21.84151
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 21.78836
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 21.86958
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 22.32815
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.563921
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.784389
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.02369
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.284925
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.571183
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.886168
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.234354
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.62119
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.053391
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.539324
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.08955
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.717595
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44105
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28328
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2759
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46289
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9746
Æ(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89824
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24444
(379.93, 7.34, 351.05) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.19679
(379.93, 7.34, 351.05) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.17186
(379.93, 7.34, 351.05) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.33148
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 21.94575
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 21.78721
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 21.79446
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 21.97219
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.555098
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.774331
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.012733
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272942
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.558028
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.871665
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.218287
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.603293
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.03334
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.516712
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.063856
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.688148
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40698
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24339
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2286
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.4059
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8996
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80403
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18974
(379.93, 7.34, 351.05) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.12343
(379.93, 7.34, 351.05) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.09862
(379.93, 7.34, 351.05) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.25232
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 22.24485
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 21.86261
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 21.79756
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 21.86659
(379.93, 7.34, 351.05) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 22.2666
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.545937
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.764322
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.001829
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.261022
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.544945
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.857242
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.202312
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.585506
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.013417
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.494248
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.038341
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.658919
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37317
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20384
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18172
Á(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.34947
(379.93, 7.34, 351.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82546
