¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
®(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19774
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20679
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91388
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8276
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88357
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99254
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.80726
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858767
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137103
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433076
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723627
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039431
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.383893
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760983
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.175428
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.633047
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08669
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53336
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02363
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56413
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16294
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87746
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78561
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83475
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80541
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.26256
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853249
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1311
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42289
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721561
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037218
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381437
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758272
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172467
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.629766
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05828
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50228
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98951
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52652
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12119
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84067
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73405
£(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77493
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63259
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.9323
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.26721
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847708
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123981
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412673
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719622
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.035091
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.379177
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.755787
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.169714
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.626719
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03062
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47203
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95629
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48991
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08061
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81008
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68361
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71647
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46213
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70905
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.46448
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842181
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.11469
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402604
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716372
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.033214
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377066
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753487
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167185
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00368
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4426
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92402
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45427
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04294
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78044
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63433
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6792
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29406
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.49042
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.83282
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836626
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105463
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392555
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705416
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031438
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37515
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.751392
¬(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164897
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577944
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.977489
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41395
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89258
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41964
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01749
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75171
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58616
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66035
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2523
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.35379
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.21085
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831079
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096301
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382606
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694532
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029865
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373421
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749473
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162786
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.554554
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.95203
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38612
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86205
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38602
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9928
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72387
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55271
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64183
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22952
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.19189
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.73677
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824277
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087213
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372705
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68376
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023787
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371859
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747757
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.160919
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.531801
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.927279
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3591
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83239
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35336
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96892
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69695
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52206
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62277
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19029
£(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.03238
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.32056
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815968
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078201
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.362911
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67305
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012093
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.370483
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.74628
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.147992
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.509712
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.903249
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33287
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80361
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32165
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94584
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67093
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49248
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58654
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14584
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.95808
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.05421
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807712
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069248
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353173
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662434
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000448
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.369287
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.744974
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128197
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48827
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.879924
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30737
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77572
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2909
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92353
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64577
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4639
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55086
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10207
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.91606
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.78571
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.79949
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060382
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343528
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.651907
(405.38, 14.94, 308.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.988898
