¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¨(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395102
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702028
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.993317
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318229
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75094
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.57696
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13567
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40776
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7106
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03541
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64717
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65008
(336.22, 7.23, 330.19) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 19.68494
(336.22, 7.23, 330.19) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 19.65689
(336.22, 7.23, 330.19) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 19.63275
(336.22, 7.23, 330.19) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 19.61248
(336.22, 7.23, 330.19) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 19.8133
(336.22, 7.23, 330.19) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 19.80135
(336.22, 7.23, 330.19) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 19.79326
(336.22, 7.23, 330.19) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 19.78905
(336.22, 7.23, 330.19) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 19.78869
(336.22, 7.23, 330.19) (314.37, 3.15, 305.00) (1.46, 1.43, 1.41) Tools 21.07997
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.008524
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.222064
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.452584
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702276
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.960959
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194032
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444701
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715047
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.007409
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324463
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708973
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.557458
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1002
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35761
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71481
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04045
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6534
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6579
(336.22, 7.23, 330.19) (315.74, 0.43, 305.00) (1.44, 1.43, 1.40) Tools 20.30253
(336.22, 7.23, 330.19) (315.74, 0.43, 305.00) (1.44, 1.43, 1.40) Tools 20.27326
¤(336.22, 7.23, 330.19) (315.74, 0.43, 305.00) (1.44, 1.43, 1.40) Tools 20.24801
(336.22, 7.23, 330.19) (315.74, 0.43, 305.00) (1.44, 1.43, 1.40) Tools 20.22677
(336.22, 7.23, 330.19) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 20.1873
(336.22, 7.23, 330.19) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 20.17508
(336.22, 7.23, 330.19) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 20.1668
(336.22, 7.23, 330.19) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 20.16246
(336.22, 7.23, 330.19) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 20.16205
(336.22, 7.23, 330.19) (314.37, 3.15, 305.00) (1.46, 1.43, 1.41) Tools 20.92891
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.025434
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240255
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.472272
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.723583
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971842
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205685
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457216
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728587
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340282
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686642
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.539393
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05943
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30703
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71904
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04557
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65968
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66584
(336.22, 7.23, 330.19) (314.37, 0.43, 305.00) (1.42, 1.43, 1.38) Tools 20.93069
(336.22, 7.23, 330.19) (314.37, 0.43, 305.00) (1.42, 1.43, 1.38) Tools 20.90347
(336.22, 7.23, 330.19) (314.37, 0.43, 305.00) (1.42, 1.43, 1.38) Tools 20.88038
(336.22, 7.23, 330.19) (314.37, 0.43, 305.00) (1.42, 1.43, 1.38) Tools 20.86141
(336.22, 7.23, 330.19) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 20.57977
(336.22, 7.23, 330.19) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 20.56727
(336.22, 7.23, 330.19) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 20.55878
(336.22, 7.23, 330.19) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 20.55431
(336.22, 7.23, 330.19) (315.74, 1.82, 305.00) (1.65, 1.43, 1.61) Tools 20.55384
(336.22, 7.23, 330.19) (314.37, 3.15, 305.00) (1.46, 1.43, 1.41) Tools 20.90022
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04253
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25868
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492203
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745173
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983145
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.217793
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470228
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.742612
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03718
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356721
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702534
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.519638
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0183
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25597
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7234
®(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0508
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66607
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67384
(336.22, 7.23, 330.19) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 20.78439
(336.22, 7.23, 330.19) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 20.75736
(336.22, 7.23, 330.19) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 20.73444
(336.22, 7.23, 330.19) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 20.7156
(336.22, 7.23, 330.19) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 20.68886
(336.22, 7.23, 330.19) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 20.67805
(336.22, 7.23, 330.19) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 20.67129
(336.22, 7.23, 330.19) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 20.66856
(336.22, 7.23, 330.19) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 20.66986
(336.22, 7.23, 330.19) (314.37, 3.15, 305.00) (1.46, 1.43, 1.41) Tools 21.51665
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.059793
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277292
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512344
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.767017
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994831
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230312
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.483754
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757132
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052901
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373793
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.694499
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.498221
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97684
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30805
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72775
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05608
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67257
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68204
(336.22, 7.23, 330.19) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 20.67267
(336.22, 7.23, 330.19) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 20.64579
(336.22, 7.23, 330.19) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 20.623
(336.22, 7.23, 330.19) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 20.60427
(336.22, 7.23, 330.19) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 20.60232
(336.22, 7.23, 330.19) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 20.59156
(336.22, 7.23, 330.19) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 20.58483
(336.22, 7.23, 330.19) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 20.58212
(336.22, 7.23, 330.19) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 20.58341
(336.22, 7.23, 330.19) (312.99, 3.15, 305.00) (1.40, 1.43, 1.36) Tools 22.28147
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.077293
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296167
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532749
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786774
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.006911
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243312
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497711
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772202
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069172
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371094
¯(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.687202
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.524256
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93497
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37125
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73222
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06142
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67916
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69034
(336.22, 7.23, 330.19) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 20.56614
(336.22, 7.23, 330.19) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 20.5394
(336.22, 7.23, 330.19) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 20.51673
(336.22, 7.23, 330.19) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 20.49809
(336.22, 7.23, 330.19) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 20.52048
(336.22, 7.23, 330.19) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 20.50977
(336.22, 7.23, 330.19) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 20.50307
(336.22, 7.23, 330.19) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 20.50037
(336.22, 7.23, 330.19) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 20.50166
(336.22, 7.23, 330.19) (312.99, 3.15, 305.00) (1.40, 1.43, 1.36) Tools 23.07359
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.09497
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315257
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553397
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798452
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.019441
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256734
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512158
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.787786
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073006
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364947
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680535
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.584471
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8928
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43316
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73673
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06685
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68584
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69872
(336.22, 7.23, 330.19) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 20.46468
(336.22, 7.23, 330.19) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 20.43807
(336.22, 7.23, 330.19) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 20.41551
(336.22, 7.23, 330.19) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 20.39697
(336.22, 7.23, 330.19) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 20.44327
(336.22, 7.23, 330.19) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 20.43261
(336.22, 7.23, 330.19) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 20.42593
(336.22, 7.23, 330.19) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 20.42324
(336.22, 7.23, 330.19) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 20.42453
(336.22, 7.23, 330.19) (311.66, 3.15, 305.00) (1.54, 1.43, 1.50) Tools 23.91906
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.112899
(336.22, 7.23, 330.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.334569
