¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(365.78, 9.94, 328.70) (364.58, 1.36, 363.47) (0.81, 2.16, 0.81) Human 21.6289
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44684
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97719
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56664
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80778
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58652
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46911
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46745
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60956
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89919
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0258
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.53779
Ë(365.78, 9.94, 328.70) (365.43, 1.30, 361.98) (0.81, 2.16, 0.81) Human 19.95836
(365.78, 9.94, 328.70) (365.43, 1.30, 361.98) (0.81, 2.16, 0.81) Human 19.89881
(365.78, 9.94, 328.70) (365.43, 1.30, 361.98) (0.81, 2.16, 0.81) Human 19.86485
(365.78, 9.94, 328.70) (365.43, 1.30, 361.98) (0.81, 2.16, 0.81) Human 19.8359
(365.78, 9.94, 328.70) (365.43, 1.30, 361.98) (0.81, 2.16, 0.81) Human 19.81197
(365.78, 9.94, 328.70) (365.43, 1.30, 361.98) (0.81, 2.16, 0.81) Human 19.79303
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.883036
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.094695
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.321256
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.564287
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.825588
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.107222
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.412667
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.744297
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.104995
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.49866
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.929928
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40554
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93148
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51578
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74661
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51755
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39076
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38772
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51857
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79627
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95692
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18046
(365.78, 9.94, 328.70) (365.43, 1.30, 361.98) (0.81, 2.16, 0.81) Human 20.00512
(365.78, 9.94, 328.70) (365.43, 1.30, 361.98) (0.81, 2.16, 0.81) Human 19.94818
(365.78, 9.94, 328.70) (365.43, 1.30, 361.98) (0.81, 2.16, 0.81) Human 19.93015
(365.78, 9.94, 328.70) (365.43, 1.30, 361.98) (0.81, 2.16, 0.81) Human 19.91782
(365.78, 9.94, 328.70) (365.43, 1.30, 361.98) (0.81, 2.16, 0.81) Human 19.91144
(365.78, 9.94, 328.70) (365.43, 1.30, 361.98) (0.81, 2.16, 0.81) Human 19.91131
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.867707
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.078329
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.303748
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.545516
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.805409
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.085479
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.388092
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.716667
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.074939
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.465846
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.893966
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36518
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88683
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46612
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6869
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45025
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31437
µ(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30031
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43011
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69656
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89118
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05828
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72522
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.852715
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.062325
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.286628
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.527161
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.785686
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.064229
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.365134
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.691125
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.045555
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.433778
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.858825
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32609
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84323
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41765
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6286
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38466
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23992
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21516
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33719
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60005
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82531
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98932
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65396
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.838054
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.046677
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.269892
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.509225
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.766414
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.043469
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.342713
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.666836
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.018991
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.402886
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.824508
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28834
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80067
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37035
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57176
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32067
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16742
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13227
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24154
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50997
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71835
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92365
£(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53544
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.82373
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.031389
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.253545
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.491704
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.747595
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.023204
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.320827
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.643131
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.993235
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.374804
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.792179
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2515
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75965
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32422
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5163
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25834
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09678
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05156
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14845
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42708
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61494
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86126
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.4211
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.809736
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.016459
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.237581
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.474599
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.729224
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.003421
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.29947
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.620006
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.968112
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.347416
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.762213
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21762
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71996
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27923
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46228
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19755
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02796
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97303
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05797
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31958
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5561
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8021
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02983
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.796072
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.001883
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.221998
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.457904
¤(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.711298
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.984125
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.27864
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.597454
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.943621
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.320725
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.733013
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18554
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68438
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23691
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41068
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13836
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96098
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89662
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96995
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.215
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50838
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70467
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30404
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.78274
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.987661
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.206797
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.441621
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.693815
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.965307
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.258332
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.575474
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.919754
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.294723
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.704575
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15431
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64994
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19872
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36614
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08226
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89579
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82226
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88447
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11421
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46329
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58771
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99846
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.89866
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.769736
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.97379
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.191976
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.425747
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.676774
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.94697
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.238546
(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.554061
¥(365.78, 9.94, 328.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.896509
