¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¯(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.035908
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47999
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64304
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.42416
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.619306
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.760373
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.911324
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.073383
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.266204
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.475383
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.703
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.951592
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224112
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523333
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851256
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.226871
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.666779
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165383
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.533674
Ñ(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.671896
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.439214
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37269
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48201
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16087
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.72517
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.609527
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.749968
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.900169
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.061246
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.249552
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.457299
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.683316
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.930053
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200479
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494844
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819723
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186642
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621404
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.113784
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.69623
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.847672
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.352555
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26796
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32528
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89487
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.96028
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.599956
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.73976
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.889272
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.049558
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.233165
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.439516
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.663959
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.908889
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.175219
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466829
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788757
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147125
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.576836
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.06317
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638011
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.108091
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.267811
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16574
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17399
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63871
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.25847
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.590641
(400.47, 6.55, 359.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.729763
