¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ä(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93879
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967377
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.46783
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03441
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69779
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32035
(424.94, 14.68, 253.40) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.03987
(424.94, 14.68, 253.40) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.00645
(424.94, 14.68, 253.40) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 12.97573
(424.94, 14.68, 253.40) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 12.94767
(424.94, 14.68, 253.40) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 12.92224
(424.94, 14.68, 253.40) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.70331
(424.94, 14.68, 253.40) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.11571
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332684
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626062
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.945529
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.294587
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675573
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004843
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514209
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08673
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74275
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4303
(424.94, 14.68, 253.40) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 12.9634
(424.94, 14.68, 253.40) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 12.93015
(424.94, 14.68, 253.40) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 12.89959
(424.94, 14.68, 253.40) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 12.87167
(424.94, 14.68, 253.40) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 12.84637
(424.94, 14.68, 253.40) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 14.15655
(424.94, 14.68, 253.40) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.09372
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.333834
ƒ (424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.627294
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946865
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.296071
(424.94, 14.68, 253.40) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.651355
(424.94, 14.68, 253.40) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.619825
(424.94, 14.68, 253.40) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.590194
(424.94, 14.68, 253.40) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.562429
(424.94, 14.68, 253.40) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.536501
(424.94, 14.68, 253.40) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.512386
(424.94, 14.68, 253.40) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.490056
(424.94, 14.68, 253.40) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.469489
(424.94, 14.68, 253.40) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.450666
(424.94, 14.68, 253.40) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.433567
(424.94, 14.68, 253.40) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 12.77385
(424.94, 14.68, 253.40) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 14.31592
(424.94, 14.68, 253.40) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.07397
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334964
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.628538
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.948207
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297541
(424.94, 14.68, 253.40) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.637723
(424.94, 14.68, 253.40) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.606238
(424.94, 14.68, 253.40) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.576647
(424.94, 14.68, 253.40) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.54892
(424.94, 14.68, 253.40) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.523027
(424.94, 14.68, 253.40) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.498944
(424.94, 14.68, 253.40) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.476644
(424.94, 14.68, 253.40) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.456103
(424.94, 14.68, 253.40) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.453087
(424.94, 14.68, 253.40) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.475669
(424.94, 14.68, 253.40) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.11666
(424.94, 14.68, 253.40) (408.85, 7.58, 231.71) (2.09, 1.13, 2.18) Tools 13.05369
(424.94, 14.68, 253.40) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.05643
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336094
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62978
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949564
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.299005
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684334
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.109089
(424.94, 14.68, 253.40) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.491322
(424.94, 14.68, 253.40) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.512007
(424.94, 14.68, 253.40) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.534643
(424.94, 14.68, 253.40) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.559256
(424.94, 14.68, 253.40) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.58587
(424.94, 14.68, 253.40) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 9.76802
(424.94, 14.68, 253.40) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 9.746298
(424.94, 14.68, 253.40) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 9.726565
(424.94, 14.68, 253.40) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 9.712914
(424.94, 14.68, 253.40) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 10.2705
(424.94, 14.68, 253.40) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.04109
(424.94, 14.68, 253.40) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.02745
ş(424.94, 14.68, 253.40) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.01599
(424.94, 14.68, 253.40) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.00669
(424.94, 14.68, 253.40) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 10.99956
(424.94, 14.68, 253.40) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 10.99458
(424.94, 14.68, 253.40) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 10.99174
(424.94, 14.68, 253.40) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 10.99104
(424.94, 14.68, 253.40) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 10.99249
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337234
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63113
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956844
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313327
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.705015
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124242
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.608074
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17127
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80684
(424.94, 14.68, 253.40) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 11.18566
(424.94, 14.68, 253.40) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 11.1563
(424.94, 14.68, 253.40) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 11.18505
(424.94, 14.68, 253.40) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 11.23153
(424.94, 14.68, 253.40) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 11.2806
(424.94, 14.68, 253.40) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 11.33232
(424.94, 14.68, 253.40) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 11.38676
(424.94, 14.68, 253.40) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.44396
(424.94, 14.68, 253.40) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.50399
(424.94, 14.68, 253.40) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.56692
(424.94, 14.68, 253.40) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.63282
(424.94, 14.68, 253.40) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.70178
(424.94, 14.68, 253.40) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.77386
(424.94, 14.68, 253.40) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.84916
(424.94, 14.68, 253.40) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.92778
(424.94, 14.68, 253.40) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.00979
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346811
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646816
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973995
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332134
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725726
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.146229
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.604092
(424.94, 14.68, 253.40) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 9.935891
(424.94, 14.68, 253.40) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 9.905783
(424.94, 14.68, 253.40) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 9.877775
(424.94, 14.68, 253.40) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 9.851843
(424.94, 14.68, 253.40) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 9.827955
(424.94, 14.68, 253.40) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 9.806089
(424.94, 14.68, 253.40) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 9.786225
(424.94, 14.68, 253.40) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 9.768343
(424.94, 14.68, 253.40) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.1707
(424.94, 14.68, 253.40) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.09745
(424.94, 14.68, 253.40) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.08373
(424.94, 14.68, 253.40) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.0722
÷(424.94, 14.68, 253.40) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.06285
(424.94, 14.68, 253.40) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.05567
(424.94, 14.68, 253.40) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.05065
(424.94, 14.68, 253.40) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.04779
(424.94, 14.68, 253.40) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.04708
(424.94, 14.68, 253.40) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.04852
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361264
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662559
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.991203
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351004
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.746525
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.168517
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.600006
(424.94, 14.68, 253.40) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 9.927953
(424.94, 14.68, 253.40) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 9.897865
(424.94, 14.68, 253.40) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 9.869877
(424.94, 14.68, 253.40) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.03652
(424.94, 14.68, 253.40) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.29559
(424.94, 14.68, 253.40) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.57051
(424.94, 14.68, 253.40) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.86268
(424.94, 14.68, 253.40) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 11.1737
(424.94, 14.68, 253.40) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 11.50538
(424.94, 14.68, 253.40) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.08855
(424.94, 14.68, 253.40) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.07484
(424.94, 14.68, 253.40) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.06331
(424.94, 14.68, 253.40) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.05396
(424.94, 14.68, 253.40) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.04679
(424.94, 14.68, 253.40) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.26091
(424.94, 14.68, 253.40) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.70334
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36139
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678338
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008448
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36991
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.767352
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191063
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613455
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15743
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79115
(424.94, 14.68, 253.40) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 11.85741
(424.94, 14.68, 253.40) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.22598
(424.94, 14.68, 253.40) (408.85, 7.58, 231.71) (2.09, 1.13, 2.18) Tools 12.74243
(424.94, 14.68, 253.40) (408.85, 7.58, 231.71) (2.09, 1.13, 2.18) Tools 12.71131
(424.94, 14.68, 253.40) (408.85, 7.58, 231.71) (2.09, 1.13, 2.18) Tools 12.6828
(424.94, 14.68, 253.40) (408.85, 7.58, 231.71) (2.09, 1.13, 2.18) Tools 12.65688
(424.94, 14.68, 253.40) (408.85, 7.58, 231.71) (2.09, 1.13, 2.18) Tools 12.73424
(424.94, 14.68, 253.40) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.08181
(424.94, 14.68, 253.40) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.09199
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356628
(424.94, 14.68, 253.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694134
