¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¥(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961502
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.048612
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.694728
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.969941
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270187
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.59905
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960699
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360155
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7922
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.260401
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766394
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33648
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95961
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65617
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44987
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35078
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27807
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22945
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8841
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43714
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98051
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60333
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21607
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79807
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03744
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31343
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.811827
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.422731
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672098
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945281
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243279
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569515
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.928179
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324188
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.751277
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.218586
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.719755
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28071
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89949
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58803
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.372
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27254
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18709
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11458
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75894
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35657
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89443
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58165
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14679
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81612
¹(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05593
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71637
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.176478
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.40427
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650532
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920901
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.216677
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540331
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.896044
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288629
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710926
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.17745
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673904
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22925
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84051
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52121
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29571
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18455
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10525
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00329
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63788
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27927
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81192
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56296
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12691
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74574
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22021
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14053
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.159857
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.386004
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.630767
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896801
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190314
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511505
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.864266
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253432
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.671135
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.135242
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.628793
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17864
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7853
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45569
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22089
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09842
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02539
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92308
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52073
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20393
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7329
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52302
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11024
¸(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71423
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62677
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.143131
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.367936
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611175
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875113
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164292
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482971
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832881
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218008
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631872
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091547
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.584393
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12891
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73466
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39137
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14761
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01409
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94741
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91009
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41059
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08027
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65731
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46032
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09675
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69984
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05467
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.126589
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350081
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591832
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854078
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13954
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454742
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.801869
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183017
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593191
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.04848
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.540733
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08005
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68498
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33182
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07577
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9315
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87139
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83976
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39901
(432.28, 12.12, 345.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96078
