¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
£(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859708
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.860437
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.07866
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.31507
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57187
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851907
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158288
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494923
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866365
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278217
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737411
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.252409
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.834004
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48256
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14708
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81453
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5769
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1988
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88827
(358.57, 7.06, 353.73) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.61905
(358.57, 7.06, 353.73) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.59322
(358.57, 7.06, 353.73) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.57031
(358.57, 7.06, 353.73) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 18.45937
(358.57, 7.06, 353.73) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 18.44117
(358.57, 7.06, 353.73) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 18.42659
(358.57, 7.06, 353.73) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 18.41562
(358.57, 7.06, 353.73) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 18.40825
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.466184
œ(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.653342
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.854982
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.072768
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.308653
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564929
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844305
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.149975
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.485729
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.856218
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266973
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72485
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.23829
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.818033
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43598
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01635
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66752
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41272
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1507
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83493
(358.57, 7.06, 353.73) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.5224
(358.57, 7.06, 353.73) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.49682
(358.57, 7.06, 353.73) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.47414
(358.57, 7.06, 353.73) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 18.47208
(358.57, 7.06, 353.73) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 18.45385
(358.57, 7.06, 353.73) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 18.43926
(358.57, 7.06, 353.73) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 18.42827
(358.57, 7.06, 353.73) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 18.42089
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.461601
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.648411
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.849666
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.067059
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.302431
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558166
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836927
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141898
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476872
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84641
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256104
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712664
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.224625
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.801597
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35791
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88953
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5251
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24269
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09597
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78385
(358.57, 7.06, 353.73) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.42982
(358.57, 7.06, 353.73) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.40448
(358.57, 7.06, 353.73) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.38204
(358.57, 7.06, 353.73) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 18.48842
›(358.57, 7.06, 353.73) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 18.47017
(358.57, 7.06, 353.73) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 18.45554
(358.57, 7.06, 353.73) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 18.44453
(358.57, 7.06, 353.73) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 18.43713
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.457149
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.643653
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.844529
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.061466
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296429
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.551622
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829819
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134086
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468255
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836922
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245544
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70089
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.211372
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770796
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35525
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76654
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38716
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08613
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90784
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73496
(358.57, 7.06, 353.73) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.3412
(358.57, 7.06, 353.73) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.3161
(358.57, 7.06, 353.73) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.29387
(358.57, 7.06, 353.73) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 16.35632
(358.57, 7.06, 353.73) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 16.32013
(358.57, 7.06, 353.73) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 16.28726
(358.57, 7.06, 353.73) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 18.46443
(358.57, 7.06, 353.73) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 18.45701
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.452842
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.639009
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.839545
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056093
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290566
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545284
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822876
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126515
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459938
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827691
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.235323
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.689489
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.187725
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740692
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35381
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.737
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2535
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93543
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7263
¦(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65311
(358.57, 7.06, 353.73) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.25644
(358.57, 7.06, 353.73) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.23156
(358.57, 7.06, 353.73) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.20953
(358.57, 7.06, 353.73) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 15.64768
(358.57, 7.06, 353.73) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 15.6332
(358.57, 7.06, 353.73) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 15.62179
(358.57, 7.06, 353.73) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 18.48797
(358.57, 7.06, 353.73) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 18.48052
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.448678
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.634553
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.834727
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.050914
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.284943
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539172
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816197
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119166
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451885
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818806
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.225447
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672431
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161593
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711286
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33323
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73674
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15166
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78957
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55103
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45133
(358.57, 7.06, 353.73) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.17543
(358.57, 7.06, 353.73) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.15076
(358.57, 7.06, 353.73) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.12893
(358.57, 7.06, 353.73) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 15.71418
(358.57, 7.06, 353.73) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 15.6996
(358.57, 7.06, 353.73) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 15.68811
(358.57, 7.06, 353.73) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 18.51519
(358.57, 7.06, 353.73) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 18.50771
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.444646
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.63023
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.830065
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045844
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279495
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.533229
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809745
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112121
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444137
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.810253
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.215917
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.649607
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13607
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.682512
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30063
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73774
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15275
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64839
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38268
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2569
(358.57, 7.06, 353.73) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.09809
(358.57, 7.06, 353.73) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.07362
(358.57, 7.06, 353.73) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.05197
(358.57, 7.06, 353.73) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 15.78435
(358.57, 7.06, 353.73) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 15.76966
(358.57, 7.06, 353.73) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 15.75807
(358.57, 7.06, 353.73) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 18.5461
(358.57, 7.06, 353.73) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 18.53859
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.440789
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.626058
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.825619
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041015
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.274262
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527526
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803485
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105302
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.436625
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.801942
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.20672
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63779
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11111
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.654432
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26876
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74002
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1552
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6061
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2281
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0694
(358.57, 7.06, 353.73) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.46296
(358.57, 7.06, 353.73) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.45108
(358.57, 7.06, 353.73) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.44204
(358.57, 7.06, 353.73) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 15.85826
(358.57, 7.06, 353.73) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 15.84346
(358.57, 7.06, 353.73) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 15.83176
(358.57, 7.06, 353.73) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 18.58074
(358.57, 7.06, 353.73) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 18.57319
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.437052
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.622033
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.82128
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.036344
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26916
(358.57, 7.06, 353.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521994
