¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
š (420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.232562
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.163663
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.176303
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.197168
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.228658
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.276532
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.362868
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.353673
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.338504
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.324108
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.310482
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.297605
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.285469
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.274059
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.263364
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.253368
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.244067
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.235448
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.227502
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.220219
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.213598
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.207628
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.202306
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.197622
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.196451
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.202986
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.21796
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.243249
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.283479
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.354879
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.413512
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.397943
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.383169
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.369184
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.355963
 (420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.343497
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.331774
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.32077
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.310494
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.300914
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.29204
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.283848
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.276334
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.269493
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.263317
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.257797
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.252931
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.25167
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.260264
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.280408
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.317061
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.392941
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.52031
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.503746
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.488021
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.473124
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.459038
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.445741
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.433214
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.421451
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.410442
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.40017
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.390623
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.381792
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.373673
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.366245
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.359519
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.353473
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.348107
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.346879
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.364014
(420.21, 14.38, 317.23) (404.17, 8.91, 306.93) (0.81, 2.16, 0.81) Human 3.419136
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66018
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91199
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827146
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.964255
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108438
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270602
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447125
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633947
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.831978
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042138
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.26558
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515254
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812263
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132545
»(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.478944
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.795246
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11935
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46774
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43386
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84275
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09113
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03085
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87336
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82539
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863236
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003366
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164495
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334708
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514696
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705274
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907328
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.121925
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350154
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610467
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.914556
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242792
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.598087
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.970107
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30646
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84528
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04004
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6643
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45117
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26575
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05404
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85663
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907214
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062806
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227048
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400549
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584105
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.778585
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.984878
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.20405
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.437296
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708517
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020041
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356565
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.721176
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11738
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50191
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33159
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75776
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67023
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70509
º(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44125
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24084
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06172
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07315
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.965219
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123811
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291229
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468214
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655484
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.853989
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.064671
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288624
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527112
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809594
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128848
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.474052
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.848404
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25558
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70091
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96353
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56609
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18615
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87053
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6229
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43448
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27456
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20358
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.0248
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186416
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357155
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537678
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728838
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.931532
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146769
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375713
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.619616
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.913748
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.241096
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.595365
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.979872
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39861
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26178
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66969
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48317
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33606
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04166
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81097
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63516
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49536
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37248
(420.21, 14.38, 317.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080445
