¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
›(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.50485
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.33152
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890925
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185689
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482366
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.768559
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079155
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417313
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786835
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192114
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636118
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00038
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63894
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40589
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9474
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.45415
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.42716
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.39469
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.36534
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.33908
œ(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.3159
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.29576
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.27865
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.26455
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.25345
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.24534
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.2402
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.23804
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.23884
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.24262
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899246
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.199182
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515552
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804514
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118194
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459879
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833414
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.243306
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.64889
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01419
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56209
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31734
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83666
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65856
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59363
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87134
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.67026
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.64838
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.63056
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.61679
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.60706
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.60134
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.59965
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.60197
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.60831
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.61868
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.63307
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.65152
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907499
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212607
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.547924
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840943
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.15782
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503082
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.880695
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.295311
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.662374
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02874
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48627
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23009
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87221
¡(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73574
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65397
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.43821
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.41241
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.39065
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.37291
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.35916
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.34939
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.34359
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.34177
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.34391
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.35001
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.3601
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.37416
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.39223
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919233
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.225928
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562605
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877913
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197991
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.546974
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928728
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.336695
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676538
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04406
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44272
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14421
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90649
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81254
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71381
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.19042
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.16479
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.14314
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.12547
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.11174
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.10194
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.09608
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.09413
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.09609
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.10198
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.1118
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.12555
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.14324
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931296
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239156
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577152
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915402
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238771
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.59145
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977491
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.350474
Ÿ(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691391
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06014
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46016
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05963
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93944
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87771
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77314
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.95239
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.92692
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.90539
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.88778
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.87408
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.86426
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.85832
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.85626
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.85807
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.86375
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.87331
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.88675
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.9041
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943289
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252305
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591613
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953363
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.280125
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636601
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.027021
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364943
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.706965
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07696
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47841
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97631
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98006
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92513
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83204
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.72367
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.69837
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.67695
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.65942
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.64574
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.6359
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.6299
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.62773
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.62939
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.63487
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.64419
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.65735
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.67437
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.95521
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265328
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60599
 (347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981784
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322049
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682406
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.061942
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.380043
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.723241
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09456
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4975
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93615
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08297
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97211
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89022
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.50389
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.47874
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.45744
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.43997
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.42632
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.41647
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.41041
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.40814
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.40966
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.41496
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.42404
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.43693
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.45364
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.967029
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.278304
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620274
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99756
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364528
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728872
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076583
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.395784
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740232
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11294
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51742
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95787
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18557
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01863
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93306
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.29265
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.26765
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.24646
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.22906
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.21544
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.20558
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.19947
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.19711
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.19849
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.20361
(347.63, 6.93, 369.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.21248
