¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Û(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7918
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084724
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.500487
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963138
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.490607
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08649
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76447
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5399
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38009
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38907
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61392
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00585
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74855
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70195
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 21.20994
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 21.16656
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 21.12746
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 21.09262
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 21.06199
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 21.03554
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 21.01324
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.99509
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.98105
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358659
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698522
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072957
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.487385
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.94852
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.46928
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06229
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7368
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51065
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34927
Ø(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35033
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57103
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94279
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68183
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62352
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 21.0032
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.96027
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.92159
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.88713
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.85683
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.83068
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.80864
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.7907
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.77683
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348824
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687682
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.06098
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474073
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.933689
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.447938
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0378
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70881
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47837
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31815
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31659
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5278
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88412
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61495
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54464
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.80446
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.76198
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.72371
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.6896
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.65962
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.63375
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.61196
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.59422
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.58052
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.885461
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676685
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048801
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460573
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.918613
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.430978
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01305
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68053
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44577
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28677
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28237
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47792
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83196
Ó(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54805
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46533
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.61345
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.57139
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.5335
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.49974
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.47007
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.44447
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.42291
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.40537
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.39183
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.875428
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.191358
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036465
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44685
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.903307
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.413834
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.988513
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65195
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41284
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25512
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24774
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43269
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77948
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4731
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38566
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.42986
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.38821
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.35069
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.31726
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.28789
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.26255
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.24121
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.22386
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.21047
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.865257
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.1803
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023912
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432975
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887777
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.396388
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968845
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62311
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3796
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22332
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21268
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39096
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72667
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39101
(422.18, 13.96, 323.78) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 17.49067
(422.18, 13.96, 323.78) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 17.50937
Ó(422.18, 13.96, 323.78) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 17.53152
(422.18, 13.96, 323.78) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 17.55716
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.14189
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.11281
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.08772
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.06659
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.04942
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 20.03618
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.854951
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.169091
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.515432
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418871
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872052
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.378738
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948892
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59503
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34607
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19122
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17718
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34878
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67359
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30879
(422.18, 13.96, 323.78) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 17.47119
(422.18, 13.96, 323.78) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 17.4898
(422.18, 13.96, 323.78) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 17.51187
(422.18, 13.96, 323.78) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 17.53742
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 19.9734
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 19.94458
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 19.91973
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 19.89881
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 19.88181
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 19.86871
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.844512
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.157735
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.502893
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.884638
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.856136
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.360857
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.928692
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57203
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31225
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15896
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1413
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30609
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62025
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22649
(422.18, 13.96, 323.78) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 17.45503
(422.18, 13.96, 323.78) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 17.47358
(422.18, 13.96, 323.78) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 17.49558
(422.18, 13.96, 323.78) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 17.52105
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 19.81153
É(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 19.78298
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 19.69339
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 19.67273
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 19.65595
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 19.64303
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.833944
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.146236
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.490197
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.870555
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839967
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.342773
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.908261
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54878
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28021
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1265
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10504
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26245
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56667
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14413
(422.18, 13.96, 323.78) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 17.44219
(422.18, 13.96, 323.78) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 17.46069
(422.18, 13.96, 323.78) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 17.48262
(422.18, 13.96, 323.78) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 17.50804
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 19.90517
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 19.90566
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 19.91003
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 19.91829
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 19.93044
(422.18, 13.96, 323.78) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 19.9465
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823253
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.134597
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.477352
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.856308
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.27755
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.324473
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.887575
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52527
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25322
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09382
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06839
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2174
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51284
(422.18, 13.96, 323.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07168
(422.18, 13.96, 323.78) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 17.43265
(422.18, 13.96, 323.78) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 17.4511
(422.18, 13.96, 323.78) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 17.473
(422.18, 13.96, 323.78) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 17.49837
