¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ä(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.858591
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.968115
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207614
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.533502
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192168
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511352
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861743
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248128
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.676235
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153069
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683647
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25323
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89627
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66441
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5637
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54344
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68316
(408.84, 14.24, 243.52) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.40451
(408.84, 14.24, 243.52) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.37604
(408.84, 14.24, 243.52) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.35046
(408.84, 14.24, 243.52) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.32777
(408.84, 14.24, 243.52) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.30794
(408.84, 14.24, 243.52) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.29094
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.25696
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.54051
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.09338
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.09935
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.10949
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.12899
·(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.970729
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.209801
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.466639
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.747008
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514276
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.864956
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.251707
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680178
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157507
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68568
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25553
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89887
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67171
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56715
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54808
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6982
(408.84, 14.24, 243.52) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.6692
(408.84, 14.24, 243.52) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.64012
(408.84, 14.24, 243.52) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.61399
(408.84, 14.24, 243.52) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.5908
(408.84, 14.24, 243.52) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.57052
(408.84, 14.24, 243.52) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.55313
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.27378
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.57384
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.12858
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.13451
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.14755
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.16711
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.973339
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.212015
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.469049
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.749645
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.057125
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868277
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255324
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684228
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162011
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.687923
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25803
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9017
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6792
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5709
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55244
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70335
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98631
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30096
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72316
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7078
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.1983
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.17355
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.42613
©(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.0557
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.16778
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.17403
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.1897
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.20933
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.975948
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.214242
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.471476
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.752299
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.060312
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.390479
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.259027
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.688316
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.166581
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.690325
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26073
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90513
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68679
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57495
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55716
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70892
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02305
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44271
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7468
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93019
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.2236
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.19589
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.19779
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.00215
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.17891
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.22024
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.23598
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.25569
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.978552
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.216482
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.473918
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.75497
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.06298
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.393353
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.757738
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.692503
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171248
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.692898
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26365
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91187
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6945
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57933
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56222
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71492
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06124
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58693
¦(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8194
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15919
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.27345
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.24504
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.24854
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.05753
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.18799
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.27238
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.28469
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.30087
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981153
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.218738
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.476375
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.757657
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065639
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.396279
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.760973
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.165229
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.175983
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.69566
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26673
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91867
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70242
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58398
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56767
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72129
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09278
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64418
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89491
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39512
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.35379
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.32653
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.32292
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.2727
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.34615
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.34066
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.59245
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.57993
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.98375
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.221004
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.478845
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.760359
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068346
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.399258
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.764266
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.16928
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.1808
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.698584
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27001
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92564
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71041
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5889
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57342
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72809
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10092
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64639
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97332
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78824
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69807
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.91231
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.19659
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.18161
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.40812
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.40261
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.986341
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.223282
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.481329
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.763075
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.071098
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.402285
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.767613
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.173397
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.624315
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.701698
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2735
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93269
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71852
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59414
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57952
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73531
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10957
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64942
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05471
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82118
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.72949
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.15092
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.10902
(408.84, 14.24, 243.52) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.43197
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.988925
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.225574
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.483825
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.765806
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.073897
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.405365
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.771017
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.177576
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.628985
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.124935
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27719
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93986
(408.84, 14.24, 243.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72679
