¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ù(368.94, 7.28, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.025408
(368.94, 7.28, 351.10) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 6.738079
(368.94, 7.28, 351.10) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 6.670905
(368.94, 7.28, 351.10) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 6.559849
(368.94, 7.28, 351.10) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 6.538758
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.31193
İ(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.4234
(368.94, 7.28, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.017113
(368.94, 7.28, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241228
(368.94, 7.28, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48401
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.71743
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.525946
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.347114
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.320975
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.296274
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.272985
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.257132
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.314615
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.374418
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.436631
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.529986
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.754204
(368.94, 7.28, 351.10) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.742216
(368.94, 7.28, 351.10) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 6.679173
(368.94, 7.28, 351.10) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 6.669104
(368.94, 7.28, 351.10) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 6.658045
(368.94, 7.28, 351.10) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 6.648518
(368.94, 7.28, 351.10) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 6.640944
(368.94, 7.28, 351.10) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 6.634678
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.23649
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.22946
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.30389
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.4152
(368.94, 7.28, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.013074
(368.94, 7.28, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23689
(368.94, 7.28, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479265
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.573187
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.389149
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.256622
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.230876
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.206547
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.183609
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.185195
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.241136
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.299336
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.359883
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.47675
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.697138
(368.94, 7.28, 351.10) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.660872
(368.94, 7.28, 351.10) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.748269
(368.94, 7.28, 351.10) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.839196
(368.94, 7.28, 351.10) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.12751
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.6847
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.37563
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.24231
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.23116
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.22413
ß(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.29804
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.40923
(368.94, 7.28, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.009109
(368.94, 7.28, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232627
(368.94, 7.28, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474644
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.436859
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.360725
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.273924
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.414501
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.47456
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.537081
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.570272
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.22262
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.227002
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.285966
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.425102
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.641807
(368.94, 7.28, 351.10) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.582528
(368.94, 7.28, 351.10) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.668359
(368.94, 7.28, 351.10) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.757661
(368.94, 7.28, 351.10) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.05961
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.68365
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.37286
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.23961
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.22802
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.22099
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.29437
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.40549
(368.94, 7.28, 351.10) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.284537
(368.94, 7.28, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.229037
(368.94, 7.28, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47122
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.481682
(368.94, 7.28, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.021236
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.22973
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.336245
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.394746
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.455653
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.468265
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.443791
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.420918
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.277395
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.374998
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.588159
(368.94, 7.28, 351.10) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.71227
(368.94, 7.28, 351.10) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.66313
(368.94, 7.28, 351.10) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.713949
(368.94, 7.28, 351.10) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.994045
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.68571
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.37244
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.2392
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.22707
æ(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.22004
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.29288
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.40397
(368.94, 7.28, 351.10) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.23181
(368.94, 7.28, 351.10) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.413236
(368.94, 7.28, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.473511
(368.94, 7.28, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736832
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.017529
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.186711
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.260728
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.317745
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.377114
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.370392
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.34626
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.323707
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.199139
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.355144
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.536147
(368.94, 7.28, 351.10) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.62057
(368.94, 7.28, 351.10) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.56057
(368.94, 7.28, 351.10) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.39918
(368.94, 7.28, 351.10) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.930765
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.69087
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.37436
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.24107
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.22831
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.22128
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.29358
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.40468
(368.94, 7.28, 351.10) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.180544
(368.94, 7.28, 351.10) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.355823
(368.94, 7.28, 351.10) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.552281
(368.94, 7.28, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739378
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.977769
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.134472
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.187848
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.243452
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.301357
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.276456
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.252651
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.230405
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.0865
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.946169
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.485724
(368.94, 7.28, 351.10) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.53245
(368.94, 7.28, 351.10) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.46223
(368.94, 7.28, 351.10) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.30366
(368.94, 7.28, 351.10) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.31637
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.69916
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.37862
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.24523
ë(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.23174
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.22471
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.29645
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.40761
(368.94, 7.28, 351.10) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.130686
(368.94, 7.28, 351.10) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.300094
(368.94, 7.28, 351.10) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.489606
(368.94, 7.28, 351.10) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.702974
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.939067
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.065434
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.117507
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.171762
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.211331
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.186272
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.16278
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.122335
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.978972
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.738766
(368.94, 7.28, 351.10) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.48181
(368.94, 7.28, 351.10) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.45987
(368.94, 7.28, 351.10) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.44005
(368.94, 7.28, 351.10) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.17426
(368.94, 7.28, 351.10) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.25698
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.71058
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.38522
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.25169
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.23737
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.23034
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.30151
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.41277
(368.94, 7.28, 351.10) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.082194
(368.94, 7.28, 351.10) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.245994
(368.94, 7.28, 351.10) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.428888
(368.94, 7.28, 351.10) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.634371
(368.94, 7.28, 351.10) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 3.866855
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.998785
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.049616
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.102584
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.124409
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.099671
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.076479
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 7.015689
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.876277
(368.94, 7.28, 351.10) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 6.661674
(368.94, 7.28, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97963
(368.94, 7.28, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01009
(368.94, 7.28, 351.10) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.13609
(368.94, 7.28, 351.10) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.11391
(368.94, 7.28, 351.10) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.20037
(368.94, 7.28, 351.10) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.72515
