¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (395.37, 14.76, 307.61) (415.90, 8.79, 310.82) (0.81, 2.16, 0.81) Human 4.465346
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 12.63352
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 12.63492
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 12.63877
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466814
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.731222
Æ (395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.019572
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335258
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700898
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108385
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.546149
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035737
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586802
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21772
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94361
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70379
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56718
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13992
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 11.19498
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 11.17205
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 11.15139
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 13.24326
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 13.22403
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 13.20742
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 13.88232
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 14.79537
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 12.76637
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 12.76031
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 12.75675
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 12.75566
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 12.75707
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 12.76097
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.463773
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727911
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016012
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33132
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693871
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.098525
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535125
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023392
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.574979
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20757
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93196
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 11.25012
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 11.22033
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 11.19287
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 11.12551
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 11.10273
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 11.0822
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 13.66456
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 13.64472
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 13.6276
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 13.88211
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 14.81525
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 12.89353
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 12.88741
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 12.88381
² (395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 12.88272
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 12.88415
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 14.86664
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460726
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.72459
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012359
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327323
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686772
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088622
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.524116
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.010958
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56596
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19729
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91495
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 11.33333
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 11.30336
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 11.27574
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 11.13054
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 11.10779
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 11.08729
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 14.11639
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 14.0959
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 14.07821
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 14.06331
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 15.18397
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 13.02582
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 13.01964
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 13.016
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 13.0149
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 15.01459
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 15.01918
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.457661
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721257
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008694
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323329
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679517
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078644
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.512973
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005242
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556832
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18693
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89682
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63035
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41488
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97309
(395.37, 14.76, 307.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58666
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 14.6532
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 14.62616
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 14.60207
(395.37, 14.76, 307.61) (426.17, 13.90, 302.13) (8.74, 12.84, 18.83) Truck 14.58088
