¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ñ(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62893
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.62918
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.013186
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.434141
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.894845
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.412418
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.989869
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63162
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38148
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23196
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21493
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16777
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52502
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19212
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13306
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40321
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.163219
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.406877
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.672162
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.961304
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.277891
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.627876
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.011772
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.433495
Ë(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.894011
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.411931
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.989317
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63387
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38222
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23519
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22356
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17723
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55188
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20568
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17335
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34259
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85629
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.162477
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.40606
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.671274
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.96033
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.276821
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.626585
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.010386
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.432931
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.893257
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.411548
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.988884
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63637
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38311
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23861
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23253
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18724
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57933
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22007
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21458
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.28436
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66057
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.161748
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.405268
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.670399
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.959373
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.275771
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.625306
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.009033
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.432454
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.892578
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.411
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.988575
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6391
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38415
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24223
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02264
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19787
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60735
Ö(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23531
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25671
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22857
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.38296
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.161031
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.404489
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.669537
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.958435
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.274741
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.624042
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.00771
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.432066
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.891977
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.410327
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.988384
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64208
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38533
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24604
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03264
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2205
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63599
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25134
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29925
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18145
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10116
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.160326
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.403724
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.668692
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.957515
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.273731
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.622793
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.006416
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.431429
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.891456
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.409739
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.988316
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64325
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38667
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25004
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03583
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22589
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64003
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26822
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.32126
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.20119
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81207
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.159633
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.40297
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.667859
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.956613
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.27274
Ì(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.621557
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.005153
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.430023
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.891009
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.409237
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.988367
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6433
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38816
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25424
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03627
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22641
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65126
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28599
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34414
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15249
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.53238
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.158955
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.402235
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.667038
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.955728
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.271771
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.620335
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.003923
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.428654
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.890641
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.408824
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.988538
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6435
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38979
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01952
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03701
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22728
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6673
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3045
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36777
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02657
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26179
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.158286
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.401509
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.666233
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.954863
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.270822
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.619128
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.002723
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.427317
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.89035
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.408497
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.988829
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64383
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39158
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02
ã(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03814
(409.53, 14.88, 312.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22864
